ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
440005,EJU31TX,2023-03-12T19:00:44Z,2023-03-12,2023-03-12T19:25:26Z,2023-03-12,LSGL,440005_2023-03-12 20:00:44,NA
4b027f,EZS14AG,2023-03-12T21:10:33Z,2023-03-12,2023-03-12T22:49:52Z,2023-03-12,LSGL,4b027f_2023-03-12 22:10:33,NA
