ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b25ea,HBOJI,2025-11-27T09:41:24Z,2025-11-27,2025-11-27T10:09:44Z,2025-11-27,LSGL,LSGL,4b25ea_2025-11-27 10:41:24
461838,FSF227F,2025-11-27T09:59:42Z,2025-11-27,2025-11-27T10:11:43Z,2025-11-27,LSGG,LSGL,461838_2025-11-27 10:59:42
4b40a1,HBYMJ,2025-11-27T10:39:34Z,2025-11-27,2025-11-27T11:18:45Z,2025-11-27,LSZF,LSGL,4b40a1_2025-11-27 11:39:34
4b40c8,HBYNW,2025-11-27T10:42:06Z,2025-11-27,2025-11-27T11:26:15Z,2025-11-27,LSZF,LSGL,4b40c8_2025-11-27 11:42:06
4b1bdd,HBKOJ,2025-11-27T10:59:19Z,2025-11-27,2025-11-27T11:30:17Z,2025-11-27,LSGL,LSGL,4b1bdd_2025-11-27 11:59:19
4b1af2,HBKFI,2025-11-27T11:06:51Z,2025-11-27,2025-11-27T11:28:15Z,2025-11-27,LSGL,LSGL,4b1af2_2025-11-27 12:06:51
4b25ea,HBOJI,2025-11-27T11:11:41Z,2025-11-27,2025-11-27T12:10:55Z,2025-11-27,LSGL,LSGL,4b25ea_2025-11-27 12:11:41
4b25ea,HBOJI,2025-11-27T12:21:54Z,2025-11-27,2025-11-27T12:59:43Z,2025-11-27,LSGL,LSGL,4b25ea_2025-11-27 13:21:54
4b1af2,HBKFI,2025-11-27T12:24:12Z,2025-11-27,2025-11-27T13:04:12Z,2025-11-27,LSGL,LSGL,4b1af2_2025-11-27 13:24:12
4b0e59,HBFLH,2025-11-27T12:38:45Z,2025-11-27,2025-11-27T13:02:18Z,2025-11-27,LSGN,LSGL,4b0e59_2025-11-27 13:38:45
4b1bdd,HBKOJ,2025-11-27T13:57:13Z,2025-11-27,2025-11-27T14:23:33Z,2025-11-27,LSGL,LSGL,4b1bdd_2025-11-27 14:57:13
4b25ea,HBOJI,2025-11-27T14:05:34Z,2025-11-27,2025-11-27T14:47:36Z,2025-11-27,LSGL,LSGL,4b25ea_2025-11-27 15:05:34
46097d,OHDPL,2025-11-27T14:38:47Z,2025-11-27,2025-11-27T15:02:37Z,2025-11-27,LFGJ,LSGL,46097d_2025-11-27 15:38:47
4b3303,RGA04,2025-11-27T15:21:24Z,2025-11-27,2025-11-27T15:31:26Z,2025-11-27,LSGT,LSGL,4b3303_2025-11-27 16:21:24
4b7fa8,SUI078,2025-11-27T19:30:03Z,2025-11-27,2025-11-27T19:53:46Z,2025-11-27,LSZB,LSGL,4b7fa8_2025-11-27 20:30:03
