ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
4b39c9,HBVWZ,2025-12-28T12:06:36Z,2025-12-28,2025-12-28T12:42:05Z,2025-12-28,LSGL,4b39c9_2025-12-28 13:06:36,LIME
4b3303,RGA04,2025-12-28T12:32:39Z,2025-12-28,2025-12-28T12:42:59Z,2025-12-28,LSGL,4b3303_2025-12-28 13:32:39,LSGB
4b2964,HBPRO,2025-12-28T13:36:55Z,2025-12-28,2025-12-28T14:37:21Z,2025-12-28,LSGL,4b2964_2025-12-28 14:36:55,LFMQ
4b3302,RGA15,2025-12-28T16:13:00Z,2025-12-28,2025-12-28T16:24:59Z,2025-12-28,LSGL,4b3302_2025-12-28 17:13:00,NA
