ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4d2016,ALE85,2025-12-02T08:34:54Z,2025-12-02,2025-12-02T10:25:52Z,2025-12-02,EGKB,LSGL,4d2016_2025-12-02 09:34:54
4b1af2,HBKFI,2025-12-02T11:09:50Z,2025-12-02,2025-12-02T11:41:06Z,2025-12-02,LSGL,LSGL,4b1af2_2025-12-02 12:09:50
39c9ae,FHSNO,2025-12-02T12:19:48Z,2025-12-02,2025-12-02T12:51:09Z,2025-12-02,LFLB,LSGL,39c9ae_2025-12-02 13:19:48
460f46,FSF623A,2025-12-02T12:49:19Z,2025-12-02,2025-12-02T14:34:00Z,2025-12-02,EDAZ,LSGL,460f46_2025-12-02 13:49:19
4b1af2,HBKFI,2025-12-02T12:53:00Z,2025-12-02,2025-12-02T13:05:34Z,2025-12-02,LSGL,LSGL,4b1af2_2025-12-02 13:53:00
4b7f6c,V612,2025-12-02T13:15:30Z,2025-12-02,2025-12-02T14:02:59Z,2025-12-02,LSZF,LSGL,4b7f6c_2025-12-02 14:15:30
4b2841,HBPGJ,2025-12-02T13:45:21Z,2025-12-02,2025-12-02T14:06:26Z,2025-12-02,LSGE,LSGL,4b2841_2025-12-02 14:45:21
4b0e59,HBFLH,2025-12-02T14:29:10Z,2025-12-02,2025-12-02T14:46:00Z,2025-12-02,LSGE,LSGL,4b0e59_2025-12-02 15:29:10
4b25ea,HBOJI,2025-12-02T14:49:17Z,2025-12-02,2025-12-02T15:09:48Z,2025-12-02,LSGL,LSGL,4b25ea_2025-12-02 15:49:17
4b3301,RGAIF,2025-12-02T17:17:05Z,2025-12-02,2025-12-02T18:35:50Z,2025-12-02,LSTZ,LSGL,4b3301_2025-12-02 18:17:05
4b3303,RGA04,2025-12-02T20:31:05Z,2025-12-02,2025-12-02T20:48:47Z,2025-12-02,LSGC,LSGL,4b3303_2025-12-02 21:31:05
