ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b4271,AGV02,2026-03-05T01:00:02Z,2026-03-05,2026-03-05T01:12:01Z,2026-03-05,LSGL,LSGB,4b4271_2026-03-05 02:00:02
4b25ea,HBOJI,2026-03-05T07:36:39Z,2026-03-05,2026-03-05T08:35:24Z,2026-03-05,LSGL,LSZF,4b25ea_2026-03-05 08:36:39
4627c1,FSF640K,2026-03-05T08:10:44Z,2026-03-05,2026-03-05T09:56:59Z,2026-03-05,LSGL,LFRU,4627c1_2026-03-05 09:10:44
a03c15,N114LM,2026-03-05T08:26:23Z,2026-03-05,2026-03-05T10:09:42Z,2026-03-05,LSGL,LFQQ,a03c15_2026-03-05 09:26:23
4b3301,RGAIF,2026-03-05T08:34:54Z,2026-03-05,2026-03-05T10:45:19Z,2026-03-05,LSGL,LSGL,4b3301_2026-03-05 09:34:54
44c061,PGC23U,2026-03-05T09:46:03Z,2026-03-05,2026-03-05T10:50:22Z,2026-03-05,LSGL,EBCI,44c061_2026-03-05 10:46:03
4b0b79,HBEIZ,2026-03-05T09:53:00Z,2026-03-05,2026-03-05T10:08:09Z,2026-03-05,LSGL,LSGP,4b0b79_2026-03-05 10:53:00
4b08c3,HBDIH,2026-03-05T10:02:51Z,2026-03-05,2026-03-05T11:03:17Z,2026-03-05,LSGL,LSPV,4b08c3_2026-03-05 11:02:51
4b25ea,HBOJI,2026-03-05T11:24:00Z,2026-03-05,2026-03-05T11:55:23Z,2026-03-05,LSGL,LSGL,4b25ea_2026-03-05 12:24:00
46097d,OHDPL,2026-03-05T12:06:31Z,2026-03-05,2026-03-05T12:28:48Z,2026-03-05,LSGL,LFHN,46097d_2026-03-05 13:06:31
4b25ea,HBOJI,2026-03-05T12:23:03Z,2026-03-05,2026-03-05T12:47:29Z,2026-03-05,LSGL,LSGB,4b25ea_2026-03-05 13:23:03
4aaa0b,SEJPK,2026-03-05T12:25:32Z,2026-03-05,2026-03-05T13:06:48Z,2026-03-05,LSGL,LSZM,4aaa0b_2026-03-05 13:25:32
460861,OHDEN,2026-03-05T15:21:18Z,2026-03-05,2026-03-05T15:43:03Z,2026-03-05,LSGL,LSGG,460861_2026-03-05 16:21:18
4b25ea,HBOJI,2026-03-05T15:29:42Z,2026-03-05,2026-03-05T15:55:59Z,2026-03-05,LSGL,LSGB,4b25ea_2026-03-05 16:29:42
4b4213,HBZAP,2026-03-05T15:39:30Z,2026-03-05,2026-03-05T15:51:06Z,2026-03-05,LSGL,LSGB,4b4213_2026-03-05 16:39:30
4b3305,RGA18,2026-03-05T17:23:30Z,2026-03-05,2026-03-05T17:37:20Z,2026-03-05,LSGL,LSGB,4b3305_2026-03-05 18:23:30
