ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b1af2,HBKFI,2026-03-02T17:45:34Z,2026-03-02,2026-03-02T19:10:07Z,2026-03-02,LSGL,4b1af2_2026-03-02 18:45:34
