ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
4b1c04,HBKPW,2026-02-28T07:53:47Z,2026-02-28,2026-02-28T08:54:27Z,2026-02-28,LSGL,4b1c04_2026-02-28 08:53:47,LSZA
4b1af2,HBKFI,2026-02-28T09:36:26Z,2026-02-28,2026-02-28T10:07:17Z,2026-02-28,LSGL,4b1af2_2026-02-28 10:36:26,LSGL
460861,FSF422A,2026-02-28T10:00:37Z,2026-02-28,2026-02-28T11:43:42Z,2026-02-28,LSGL,460861_2026-02-28 11:00:37,EHRD
4aaa0b,SEJPK,2026-02-28T10:11:33Z,2026-02-28,2026-02-28T10:27:19Z,2026-02-28,LSGL,4aaa0b_2026-02-28 11:11:33,NA
4b25ea,HBOJI,2026-02-28T10:30:04Z,2026-02-28,2026-02-28T11:07:20Z,2026-02-28,LSGL,4b25ea_2026-02-28 11:30:04,LSZG
4b2964,HBPRO,2026-02-28T11:20:18Z,2026-02-28,2026-02-28T11:52:48Z,2026-02-28,LSGL,4b2964_2026-02-28 12:20:18,LSZB
4b1af2,HBKFI,2026-02-28T13:09:40Z,2026-02-28,2026-02-28T13:32:43Z,2026-02-28,LSGL,4b1af2_2026-02-28 14:09:40,LSGL
46316e,FSF603A,2026-02-28T15:24:08Z,2026-02-28,2026-02-28T16:07:39Z,2026-02-28,LSGL,46316e_2026-02-28 16:24:08,NA
