ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
4b28b1,HBPKR,2026-02-25T09:49:01Z,2026-02-25,2026-02-25T10:27:40Z,2026-02-25,LSGL,4b28b1_2026-02-25 10:49:01,LSGE
461fbd,OHMAN,2026-02-25T11:32:31Z,2026-02-25,2026-02-25T12:06:22Z,2026-02-25,LSGL,461fbd_2026-02-25 12:32:31,LFGJ
4b1bcd,HBKNT,2026-02-25T13:38:26Z,2026-02-25,2026-02-25T14:21:56Z,2026-02-25,LSGL,4b1bcd_2026-02-25 14:38:26,LSZP
4d02b7,JFA41W,2026-02-25T13:41:31Z,2026-02-25,2026-02-25T15:10:19Z,2026-02-25,LSGL,4d02b7_2026-02-25 14:41:31,LFBD
4b2811,HBPEN,2026-02-25T13:47:30Z,2026-02-25,2026-02-25T14:18:20Z,2026-02-25,LSGL,4b2811_2026-02-25 14:47:30,LSZB
4073cd,GPCIZ,2026-02-25T13:50:02Z,2026-02-25,2026-02-25T15:33:48Z,2026-02-25,LSGL,4073cd_2026-02-25 14:50:02,EGKA
461553,FSF103A,2026-02-25T13:57:44Z,2026-02-25,2026-02-25T14:32:50Z,2026-02-25,LSGL,461553_2026-02-25 14:57:44,LSGL
46097d,FSF717A,2026-02-25T15:12:41Z,2026-02-25,2026-02-25T15:52:49Z,2026-02-25,LSGL,46097d_2026-02-25 16:12:41,NA
