ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b4271,AGV01,2026-02-28T23:49:55Z,2026-03-01,2026-03-01T00:01:11Z,2026-03-01,LSGL,LSGB,4b4271_2026-03-01 00:49:55
4b3303,RGA04,2026-03-01T00:09:13Z,2026-03-01,2026-03-01T00:23:58Z,2026-03-01,LSGL,LSTO,4b3303_2026-03-01 01:09:13
4b3303,RGA04,2026-03-01T03:30:01Z,2026-03-01,2026-03-01T03:42:29Z,2026-03-01,LSGL,LSMP,4b3303_2026-03-01 04:30:01
461553,FSF532A,2026-03-01T07:11:21Z,2026-03-01,2026-03-01T08:10:27Z,2026-03-01,LSGL,LFPN,461553_2026-03-01 08:11:21
4b28b1,HBPKR,2026-03-01T09:02:29Z,2026-03-01,2026-03-01T09:34:17Z,2026-03-01,LSGL,LSGL,4b28b1_2026-03-01 10:02:29
4b1af2,HBKFI,2026-03-01T09:54:46Z,2026-03-01,2026-03-01T10:43:29Z,2026-03-01,LSGL,LSGL,4b1af2_2026-03-01 10:54:46
a34bb1,N311MX,2026-03-01T09:56:21Z,2026-03-01,2026-03-01T10:49:58Z,2026-03-01,LSGL,LIML,a34bb1_2026-03-01 10:56:21
4b3302,RGA15,2026-03-01T10:46:38Z,2026-03-01,2026-03-01T11:10:57Z,2026-03-01,LSGL,LSGT,4b3302_2026-03-01 11:46:38
4b25ea,HBOJI,2026-03-01T11:12:44Z,2026-03-01,2026-03-01T11:32:46Z,2026-03-01,LSGL,LSGL,4b25ea_2026-03-01 12:12:44
4b0f70,HBFWA,2026-03-01T12:18:51Z,2026-03-01,2026-03-01T13:49:27Z,2026-03-01,LSGL,EDVK,4b0f70_2026-03-01 13:18:51
4b28b1,HBPKR,2026-03-01T12:30:34Z,2026-03-01,2026-03-01T13:00:28Z,2026-03-01,LSGL,LSZB,4b28b1_2026-03-01 13:30:34
4b25ea,HBOJI,2026-03-01T12:44:33Z,2026-03-01,2026-03-01T13:17:26Z,2026-03-01,LSGL,LSGY,4b25ea_2026-03-01 13:44:33
46316e,FSF222A,2026-03-01T12:47:26Z,2026-03-01,2026-03-01T13:46:42Z,2026-03-01,LSGL,EDFM,46316e_2026-03-01 13:47:26
4b1af2,HBKFI,2026-03-01T12:55:31Z,2026-03-01,2026-03-01T13:32:55Z,2026-03-01,LSGL,LSZQ,4b1af2_2026-03-01 13:55:31
4b3302,RGA15,2026-03-01T12:57:34Z,2026-03-01,2026-03-01T13:11:11Z,2026-03-01,LSGL,LFLI,4b3302_2026-03-01 13:57:34
460861,JFA96B,2026-03-01T13:22:46Z,2026-03-01,2026-03-01T13:35:39Z,2026-03-01,LSGL,LFHN,460861_2026-03-01 14:22:46
4b1c62,HBKTM,2026-03-01T13:43:30Z,2026-03-01,2026-03-01T14:16:49Z,2026-03-01,LSGL,LSZP,4b1c62_2026-03-01 14:43:30
4b25ea,HBOJI,2026-03-01T14:44:03Z,2026-03-01,2026-03-01T15:01:10Z,2026-03-01,LSGL,LSGY,4b25ea_2026-03-01 15:44:03
4b1af2,HBKFI,2026-03-01T15:41:30Z,2026-03-01,2026-03-01T16:24:25Z,2026-03-01,LSGL,LSGN,4b1af2_2026-03-01 16:41:30
3d3d69,DEVMV,2026-03-01T16:36:03Z,2026-03-01,2026-03-01T18:00:18Z,2026-03-01,LSGL,EDMA,3d3d69_2026-03-01 17:36:03
