ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1af2,HBKFI,2026-02-15T09:05:55Z,2026-02-15,2026-02-15T09:33:29Z,2026-02-15,LSGL,LSGL,4b1af2_2026-02-15 10:05:55
4b25ea,HBOJI,2026-02-15T10:14:45Z,2026-02-15,2026-02-15T11:01:59Z,2026-02-15,LSGL,LSGL,4b25ea_2026-02-15 11:14:45
4b27c0,HBPBK,2026-02-15T10:59:34Z,2026-02-15,2026-02-15T11:38:20Z,2026-02-15,LSGL,LSGL,4b27c0_2026-02-15 11:59:34
4b25ea,HBOJI,2026-02-15T11:44:50Z,2026-02-15,2026-02-15T12:17:18Z,2026-02-15,LSGL,LSZG,4b25ea_2026-02-15 12:44:50
4b3303,RGA04,2026-02-15T12:56:09Z,2026-02-15,2026-02-15T13:11:22Z,2026-02-15,LSGL,LSGN,4b3303_2026-02-15 13:56:09
4b1af2,HBKFI,2026-02-15T13:13:30Z,2026-02-15,2026-02-15T13:51:57Z,2026-02-15,LSGL,LSGY,4b1af2_2026-02-15 14:13:30
4b25ea,HBOJI,2026-02-15T15:21:22Z,2026-02-15,2026-02-15T15:51:23Z,2026-02-15,LSGL,LSGL,4b25ea_2026-02-15 16:21:22
4b27b7,HBPBB,2026-02-15T16:00:23Z,2026-02-15,2026-02-15T16:44:37Z,2026-02-15,LSGL,LSZF,4b27b7_2026-02-15 17:00:23
4b413c,HBYSI,2026-02-15T16:01:00Z,2026-02-15,2026-02-15T16:15:27Z,2026-02-15,LSGL,LSGE,4b413c_2026-02-15 17:01:00
4b3f65,HBYAF,2026-02-15T16:05:40Z,2026-02-15,2026-02-15T16:37:55Z,2026-02-15,LSGL,LSZF,4b3f65_2026-02-15 17:05:40
4b39c9,HBVWZ,2026-02-15T16:19:10Z,2026-02-15,2026-02-15T19:11:47Z,2026-02-15,LSGL,LPPR,4b39c9_2026-02-15 17:19:10
