ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b3303,RGA04,2026-02-16T17:18:09Z,2026-02-16,2026-02-16T17:21:05Z,2026-02-16,LSGL,4b3303_2026-02-16 18:18:09
