ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43b1,RGA04,2023-02-25T22:25:34Z,2023-02-25,2023-02-25T22:27:54Z,2023-02-25,LSGL,4b43b1_2023-02-25 23:25:34
