ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
461838,FSF882T,2023-01-08T14:38:26Z,2023-01-08,2023-01-08T16:11:57Z,2023-01-08,LSGL,461838_2023-01-08 15:38:26,LIPZ
4b4271,HBZEF,2023-01-08T18:58:30Z,2023-01-08,2023-01-08T19:30:42Z,2023-01-08,LSGL,4b4271_2023-01-08 19:58:30,NA
