ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b28e3,HBPMP,2023-02-10T07:28:04Z,2023-02-10,2023-02-10T08:04:53Z,2023-02-10,LSGL,LSGL,4b28e3_2023-02-10 08:28:04
a4330b,N37SJ,2023-02-10T08:01:11Z,2023-02-10,2023-02-10T08:11:18Z,2023-02-10,LSGK,LSGL,a4330b_2023-02-10 09:01:11
4b06f4,HBCQM,2023-02-10T08:49:25Z,2023-02-10,2023-02-10T09:52:22Z,2023-02-10,LSZN,LSGL,4b06f4_2023-02-10 09:49:25
4b23e0,HBNPG,2023-02-10T08:53:41Z,2023-02-10,2023-02-10T09:20:29Z,2023-02-10,LSGE,LSGL,4b23e0_2023-02-10 09:53:41
4b43b1,RGAQN,2023-02-10T08:53:48Z,2023-02-10,2023-02-10T10:24:39Z,2023-02-10,LSGL,LSGL,4b43b1_2023-02-10 09:53:48
398668,FHBTI,2023-02-10T09:13:11Z,2023-02-10,2023-02-10T09:34:18Z,2023-02-10,LFSP,LSGL,398668_2023-02-10 10:13:11
4b28e3,HBPMP,2023-02-10T09:35:37Z,2023-02-10,2023-02-10T10:08:43Z,2023-02-10,LSGL,LSGL,4b28e3_2023-02-10 10:35:37
460cb6,FSF159F,2023-02-10T09:53:18Z,2023-02-10,2023-02-10T10:40:29Z,2023-02-10,LFLC,LSGL,460cb6_2023-02-10 10:53:18
4b1bdd,HBKOJ,2023-02-10T10:27:33Z,2023-02-10,2023-02-10T11:31:38Z,2023-02-10,LSZL,LSGL,4b1bdd_2023-02-10 11:27:33
4b2650,HBONG,2023-02-10T12:19:31Z,2023-02-10,2023-02-10T12:56:56Z,2023-02-10,LSGB,LSGL,4b2650_2023-02-10 13:19:31
4b28e3,HBPMP,2023-02-10T12:25:15Z,2023-02-10,2023-02-10T13:21:27Z,2023-02-10,LSGL,LSGL,4b28e3_2023-02-10 13:25:15
391a38,HBOJI,2023-02-10T12:33:25Z,2023-02-10,2023-02-10T12:45:44Z,2023-02-10,LSGK,LSGL,391a38_2023-02-10 13:33:25
461fbd,FSF874V,2023-02-10T12:38:48Z,2023-02-10,2023-02-10T13:07:08Z,2023-02-10,LSZC,LSGL,461fbd_2023-02-10 13:38:48
4b1c62,HBKTM,2023-02-10T13:24:17Z,2023-02-10,2023-02-10T15:00:08Z,2023-02-10,LSMF,LSGL,4b1c62_2023-02-10 14:24:17
4b4414,HBZUI,2023-02-10T13:27:05Z,2023-02-10,2023-02-10T13:46:59Z,2023-02-10,LSGB,LSGL,4b4414_2023-02-10 14:27:05
4b28e3,HBPMP,2023-02-10T14:19:39Z,2023-02-10,2023-02-10T15:09:33Z,2023-02-10,LSGL,LSGL,4b28e3_2023-02-10 15:19:39
460cb6,FSF132U,2023-02-10T14:24:47Z,2023-02-10,2023-02-10T15:15:59Z,2023-02-10,LFMD,LSGL,460cb6_2023-02-10 15:24:47
4b2858,HBPHG,2023-02-10T14:54:30Z,2023-02-10,2023-02-10T15:49:28Z,2023-02-10,LSMM,LSGL,4b2858_2023-02-10 15:54:30
391a38,HBOJI,2023-02-10T15:05:03Z,2023-02-10,2023-02-10T15:36:31Z,2023-02-10,LSZQ,LSGL,391a38_2023-02-10 16:05:03
4b2964,HBPRO,2023-02-10T16:15:02Z,2023-02-10,2023-02-10T17:08:21Z,2023-02-10,NA,LSGL,4b2964_2023-02-10 17:15:02
4b43b1,RGA04,2023-02-10T17:23:32Z,2023-02-10,2023-02-10T17:44:48Z,2023-02-10,LSGL,LSGL,4b43b1_2023-02-10 18:23:32
