ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b32fd,RGA03,2026-01-04T00:39:31Z,2026-01-04,2026-01-04T01:02:10Z,2026-01-04,LSZP,LSGL,4b32fd_2026-01-04 01:39:31
4b3303,RGA04,2026-01-04T06:29:00Z,2026-01-04,2026-01-04T06:39:58Z,2026-01-04,LSTO,LSGL,4b3303_2026-01-04 07:29:00
4b27c0,HBPBK,2026-01-04T08:15:25Z,2026-01-04,2026-01-04T08:57:38Z,2026-01-04,LSGL,LSGL,4b27c0_2026-01-04 09:15:25
4b4488,HBZYU,2026-01-04T08:58:18Z,2026-01-04,2026-01-04T09:20:41Z,2026-01-04,LSGB,LSGL,4b4488_2026-01-04 09:58:18
4b1bdd,HBKOJ,2026-01-04T09:32:40Z,2026-01-04,2026-01-04T10:31:14Z,2026-01-04,LSGN,LSGL,4b1bdd_2026-01-04 10:32:40
4b3e2d,AGV01,2026-01-04T10:30:06Z,2026-01-04,2026-01-04T10:40:21Z,2026-01-04,LSGB,LSGL,4b3e2d_2026-01-04 11:30:06
460d8a,FSF121A,2026-01-04T10:43:45Z,2026-01-04,2026-01-04T11:52:27Z,2026-01-04,EDDM,LSGL,460d8a_2026-01-04 11:43:45
4b1af2,HBKFI,2026-01-04T10:48:36Z,2026-01-04,2026-01-04T11:25:27Z,2026-01-04,LSGN,LSGL,4b1af2_2026-01-04 11:48:36
4b39c9,HBVWZ,2026-01-04T10:58:46Z,2026-01-04,2026-01-04T12:52:59Z,2026-01-04,NA,LSGL,4b39c9_2026-01-04 11:58:46
4b2964,HBPRO,2026-01-04T11:07:11Z,2026-01-04,2026-01-04T12:12:17Z,2026-01-04,LFMQ,LSGL,4b2964_2026-01-04 12:07:11
4b25ea,HBOJI,2026-01-04T12:03:43Z,2026-01-04,2026-01-04T13:01:19Z,2026-01-04,LSGL,LSGL,4b25ea_2026-01-04 13:03:43
4b40a1,HBYMJ,2026-01-04T13:20:18Z,2026-01-04,2026-01-04T14:02:27Z,2026-01-04,LSZF,LSGL,4b40a1_2026-01-04 14:20:18
4b25ea,HBOJI,2026-01-04T13:57:47Z,2026-01-04,2026-01-04T14:54:06Z,2026-01-04,LSGL,LSGL,4b25ea_2026-01-04 14:57:47
463434,FSF506L,2026-01-04T14:03:05Z,2026-01-04,2026-01-04T14:45:51Z,2026-01-04,NA,LSGL,463434_2026-01-04 15:03:05
4b27c0,HBPBK,2026-01-04T14:29:33Z,2026-01-04,2026-01-04T15:06:46Z,2026-01-04,NA,LSGL,4b27c0_2026-01-04 15:29:33
4b1bdd,HBKOJ,2026-01-04T14:47:32Z,2026-01-04,2026-01-04T15:02:04Z,2026-01-04,LSGY,LSGL,4b1bdd_2026-01-04 15:47:32
39bc27,FHPBH,2026-01-04T15:16:25Z,2026-01-04,2026-01-04T15:31:29Z,2026-01-04,NA,LSGL,39bc27_2026-01-04 16:16:25
4b3303,RGA04,2026-01-04T16:24:10Z,2026-01-04,2026-01-04T16:39:58Z,2026-01-04,LSGB,LSGL,4b3303_2026-01-04 17:24:10
