ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
462d44,FSF207A,2026-01-27T07:47:37Z,2026-01-27,2026-01-27T08:37:27Z,2026-01-27,LSGL,462d44_2026-01-27 08:47:37,LFEM
4b0b24,HBEFS,2026-01-27T08:02:16Z,2026-01-27,2026-01-27T08:19:04Z,2026-01-27,LSGL,4b0b24_2026-01-27 09:02:16,LSGN
4b2964,HBPRO,2026-01-27T08:15:49Z,2026-01-27,2026-01-27T09:03:59Z,2026-01-27,LSGL,4b2964_2026-01-27 09:15:49,LFGA
4b25ea,HBOJI,2026-01-27T08:26:45Z,2026-01-27,2026-01-27T09:22:29Z,2026-01-27,LSGL,4b25ea_2026-01-27 09:26:45,LSGL
4b28b1,HBPKR,2026-01-27T09:24:33Z,2026-01-27,2026-01-27T09:46:57Z,2026-01-27,LSGL,4b28b1_2026-01-27 10:24:33,LSGB
4b25ea,HBOJI,2026-01-27T11:09:16Z,2026-01-27,2026-01-27T11:40:21Z,2026-01-27,LSGL,4b25ea_2026-01-27 12:09:16,LSGL
4b1c5c,HBKTG,2026-01-27T12:46:04Z,2026-01-27,2026-01-27T13:11:15Z,2026-01-27,LSGL,4b1c5c_2026-01-27 13:46:04,LSGL
4b1af2,HBKFI,2026-01-27T14:17:26Z,2026-01-27,2026-01-27T14:52:40Z,2026-01-27,LSGL,4b1af2_2026-01-27 15:17:26,LSGL
4b3303,RGA04,2026-01-27T14:21:05Z,2026-01-27,2026-01-27T14:32:52Z,2026-01-27,LSGL,4b3303_2026-01-27 15:21:05,LSMP
424ca4,MSAFE,2026-01-27T15:03:44Z,2026-01-27,2026-01-27T15:49:20Z,2026-01-27,LSGL,424ca4_2026-01-27 16:03:44,LFLC
4b3302,RGA15,2026-01-27T15:23:23Z,2026-01-27,2026-01-27T15:39:18Z,2026-01-27,LSGL,4b3302_2026-01-27 16:23:23,LSGG
3e1f3b,DIDAH,2026-01-27T16:16:41Z,2026-01-27,2026-01-27T16:47:26Z,2026-01-27,LSGL,3e1f3b_2026-01-27 17:16:41,EDTD
4b3303,RGA04,2026-01-27T18:08:47Z,2026-01-27,2026-01-27T18:21:41Z,2026-01-27,LSGL,4b3303_2026-01-27 19:08:47,LSGG
4b3303,RGA04,2026-01-27T18:08:57Z,2026-01-27,2026-01-27T18:21:41Z,2026-01-27,LSGL,4b3303_2026-01-27 19:08:57,NA
