ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
49d5e2,OKOUT,2025-12-18T10:39:25Z,2025-12-18,2025-12-18T12:24:41Z,2025-12-18,LKTB,LSGL,49d5e2_2025-12-18 11:39:25
44c061,PGC14V,2025-12-18T11:04:41Z,2025-12-18,2025-12-18T12:05:50Z,2025-12-18,LOWI,LSGL,44c061_2025-12-18 12:04:41
461fbd,OHMAN,2025-12-18T11:39:22Z,2025-12-18,2025-12-18T12:02:28Z,2025-12-18,LFGJ,LSGL,461fbd_2025-12-18 12:39:22
4b3510,HBUCM,2025-12-18T12:40:34Z,2025-12-18,2025-12-18T13:46:24Z,2025-12-18,LSMM,LSGL,4b3510_2025-12-18 13:40:34
4b25ea,HBOJI,2025-12-18T12:54:40Z,2025-12-18,2025-12-18T13:31:41Z,2025-12-18,LSGL,LSGL,4b25ea_2025-12-18 13:54:40
4b1bdd,HBKOJ,2025-12-18T13:08:16Z,2025-12-18,2025-12-18T13:39:20Z,2025-12-18,LSGL,LSGL,4b1bdd_2025-12-18 14:08:16
4b1af2,HBKFI,2025-12-18T13:44:15Z,2025-12-18,2025-12-18T13:59:41Z,2025-12-18,LSGL,LSGL,4b1af2_2025-12-18 14:44:15
4b1bdd,HBKOJ,2025-12-18T14:23:42Z,2025-12-18,2025-12-18T14:44:37Z,2025-12-18,LSGL,LSGL,4b1bdd_2025-12-18 15:23:42
4d02ad,JFA76H,2025-12-18T14:31:51Z,2025-12-18,2025-12-18T15:36:59Z,2025-12-18,LFPB,LSGL,4d02ad_2025-12-18 15:31:51
4b25ea,HBOJI,2025-12-18T14:34:02Z,2025-12-18,2025-12-18T14:50:44Z,2025-12-18,LSGL,LSGL,4b25ea_2025-12-18 15:34:02
44081f,AUA153D,2025-12-18T14:54:12Z,2025-12-18,2025-12-18T16:17:55Z,2025-12-18,LOWW,LSGL,44081f_2025-12-18 15:54:12
4b28b1,HBPKR,2025-12-18T14:56:09Z,2025-12-18,2025-12-18T15:42:26Z,2025-12-18,LSZB,LSGL,4b28b1_2025-12-18 15:56:09
4b0e27,PIZ42,2025-12-18T15:06:39Z,2025-12-18,2025-12-18T15:43:21Z,2025-12-18,NA,LSGL,4b0e27_2025-12-18 16:06:39
