ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43ad,RGA04,2022-10-29T16:42:21Z,2022-10-29,2022-10-29T17:10:20Z,2022-10-29,LSGL,4b43ad_2022-10-29 18:42:21
