ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b25ea,HBOJI,2026-01-31T09:06:19Z,2026-01-31,2026-01-31T09:57:15Z,2026-01-31,LSGL,4b25ea_2026-01-31 10:06:19,LSGL
4b28b1,HBPKR,2026-01-31T09:09:43Z,2026-01-31,2026-01-31T09:25:29Z,2026-01-31,LSGL,4b28b1_2026-01-31 10:09:43,LSGY
4b3305,RGA18,2026-01-31T09:18:32Z,2026-01-31,2026-01-31T09:32:20Z,2026-01-31,LSGL,4b3305_2026-01-31 10:18:32,LSGB
4b1af2,HBKFI,2026-01-31T10:00:38Z,2026-01-31,2026-01-31T10:51:07Z,2026-01-31,LSGL,4b1af2_2026-01-31 11:00:38,LSGL
4b25ea,HBOJI,2026-01-31T10:20:32Z,2026-01-31,2026-01-31T10:47:27Z,2026-01-31,LSGL,4b25ea_2026-01-31 11:20:32,LSGL
4b1bc8,HBKNO,2026-01-31T10:28:01Z,2026-01-31,2026-01-31T12:22:13Z,2026-01-31,LSGL,4b1bc8_2026-01-31 11:28:01,LSZL
4b3303,RGA04,2026-01-31T11:26:04Z,2026-01-31,2026-01-31T11:37:49Z,2026-01-31,LSGL,4b3303_2026-01-31 12:26:04,LSGB
4b32fd,RGAIB,2026-01-31T13:16:51Z,2026-01-31,2026-01-31T13:49:24Z,2026-01-31,LSGL,4b32fd_2026-01-31 14:16:51,LSZB
a34bb1,N311MX,2026-01-31T14:00:17Z,2026-01-31,2026-01-31T14:46:58Z,2026-01-31,LSGL,a34bb1_2026-01-31 15:00:17,LSGL
4b1af2,HBKFI,2026-01-31T14:05:21Z,2026-01-31,2026-01-31T14:40:23Z,2026-01-31,LSGL,4b1af2_2026-01-31 15:05:21,LSGL
4b2964,HBPRO,2026-01-31T14:56:37Z,2026-01-31,2026-01-31T15:27:38Z,2026-01-31,LSGL,4b2964_2026-01-31 15:56:37,LSZG
4b3303,RGA04,2026-01-31T15:13:19Z,2026-01-31,2026-01-31T16:07:21Z,2026-01-31,LSGL,4b3303_2026-01-31 16:13:19,LSMF
4b3302,RGA15,2026-01-31T18:10:00Z,2026-01-31,2026-01-31T18:28:11Z,2026-01-31,LSGL,4b3302_2026-01-31 19:10:00,LSGG
4b3300,RGA16,2026-01-31T19:43:19Z,2026-01-31,2026-01-31T19:55:46Z,2026-01-31,LSGL,4b3300_2026-01-31 20:43:19,LSMP
4b3302,RGA15,2026-01-31T21:19:31Z,2026-01-31,2026-01-31T21:35:46Z,2026-01-31,LSGL,4b3302_2026-01-31 22:19:31,LSGG
4b3302,RGA15,2026-01-31T21:19:45Z,2026-01-31,2026-01-31T21:36:02Z,2026-01-31,LSGL,4b3302_2026-01-31 22:19:45,NA
