ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b443c,HBZVW,2026-01-29T10:19:36Z,2026-01-29,2026-01-29T11:32:10Z,2026-01-29,LSGL,LSMF,4b443c_2026-01-29 11:19:36
4b1bfd,HBKPP,2026-01-29T10:28:52Z,2026-01-29,2026-01-29T10:47:38Z,2026-01-29,LSGL,LSGL,4b1bfd_2026-01-29 11:28:52
4b1af2,HBKFI,2026-01-29T10:56:45Z,2026-01-29,2026-01-29T11:26:41Z,2026-01-29,LSGL,LSGL,4b1af2_2026-01-29 11:56:45
461838,FSF802A,2026-01-29T11:02:36Z,2026-01-29,2026-01-29T11:51:57Z,2026-01-29,LSGL,LFMN,461838_2026-01-29 12:02:36
461fbd,OHMAN,2026-01-29T12:39:03Z,2026-01-29,2026-01-29T14:28:09Z,2026-01-29,LSGL,EGHH,461fbd_2026-01-29 13:39:03
4b1bfd,HBKPP,2026-01-29T12:40:12Z,2026-01-29,2026-01-29T13:14:59Z,2026-01-29,LSGL,LSGN,4b1bfd_2026-01-29 13:40:12
4b1bdd,HBKOJ,2026-01-29T12:45:43Z,2026-01-29,2026-01-29T13:34:32Z,2026-01-29,LSGL,LSGL,4b1bdd_2026-01-29 13:45:43
4b25ea,HBOJI,2026-01-29T12:54:12Z,2026-01-29,2026-01-29T13:38:44Z,2026-01-29,LSGL,LSGL,4b25ea_2026-01-29 13:54:12
4b1af2,HBKFI,2026-01-29T13:03:19Z,2026-01-29,2026-01-29T13:21:29Z,2026-01-29,LSGL,LSGB,4b1af2_2026-01-29 14:03:19
4b28b1,HBPKR,2026-01-29T13:19:43Z,2026-01-29,2026-01-29T14:14:04Z,2026-01-29,LSGL,LSGL,4b28b1_2026-01-29 14:19:43
4b3303,RGA04,2026-01-29T14:05:36Z,2026-01-29,2026-01-29T14:16:22Z,2026-01-29,LSGL,LSTO,4b3303_2026-01-29 15:05:36
4b1c5c,HBKTG,2026-01-29T14:47:49Z,2026-01-29,2026-01-29T15:10:08Z,2026-01-29,LSGL,LSGL,4b1c5c_2026-01-29 15:47:49
4b28b1,HBPKR,2026-01-29T14:50:50Z,2026-01-29,2026-01-29T15:38:53Z,2026-01-29,LSGL,LSZB,4b28b1_2026-01-29 15:50:50
4b413c,HBYSI,2026-01-29T14:51:18Z,2026-01-29,2026-01-29T15:13:47Z,2026-01-29,LSGL,LSGE,4b413c_2026-01-29 15:51:18
