ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id
502d3e,BTI3HZ,2026-01-03T18:36:58Z,2026-01-03,2026-01-03T19:00:31Z,2026-01-03,LSGL,502d3e_2026-01-03 19:36:58
