ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4627c1,OHPBL,2022-12-11T07:20:54Z,2022-12-11,2022-12-11T07:59:52Z,2022-12-11,LSGL,NA,4627c1_2022-12-11 08:20:54
460861,FSF408S,2022-12-11T08:26:14Z,2022-12-11,2022-12-11T10:23:05Z,2022-12-11,LSGL,NA,460861_2022-12-11 09:26:14
4b28e3,HBPMP,2022-12-11T08:53:48Z,2022-12-11,2022-12-11T09:20:10Z,2022-12-11,LSGL,LSGB,4b28e3_2022-12-11 09:53:48
4b2964,HBPRO,2022-12-11T09:44:22Z,2022-12-11,2022-12-11T11:53:46Z,2022-12-11,LSGL,EGKA,4b2964_2022-12-11 10:44:22
4b1b65,HBKJT,2022-12-11T11:00:33Z,2022-12-11,2022-12-11T11:48:19Z,2022-12-11,LSGL,LIMJ,4b1b65_2022-12-11 12:00:33
4b1bdd,HBKOJ,2022-12-11T11:02:33Z,2022-12-11,2022-12-11T11:46:27Z,2022-12-11,LSGL,LSGL,4b1bdd_2022-12-11 12:02:33
4b28e3,HBPMP,2022-12-11T11:50:21Z,2022-12-11,2022-12-11T12:44:09Z,2022-12-11,LSGL,LSGL,4b28e3_2022-12-11 12:50:21
4b1bdd,HBKOJ,2022-12-11T12:49:41Z,2022-12-11,2022-12-11T13:22:38Z,2022-12-11,LSGL,LSGL,4b1bdd_2022-12-11 13:49:41
4627c1,FSF788U,2022-12-11T13:10:42Z,2022-12-11,2022-12-11T13:57:29Z,2022-12-11,LSGL,LSGL,4627c1_2022-12-11 14:10:42
4b43b1,RGA04,2022-12-11T13:57:57Z,2022-12-11,2022-12-11T14:09:52Z,2022-12-11,LSGL,LSGB,4b43b1_2022-12-11 14:57:57
4b28e3,HBPMP,2022-12-11T14:07:00Z,2022-12-11,2022-12-11T14:41:42Z,2022-12-11,LSGL,LSGL,4b28e3_2022-12-11 15:07:00
4b39c9,HBVWZ,2022-12-11T14:09:19Z,2022-12-11,2022-12-11T14:38:04Z,2022-12-11,LSGL,LSZH,4b39c9_2022-12-11 15:09:19
4b3200,HBSYI,2022-12-11T14:40:39Z,2022-12-11,2022-12-11T15:18:54Z,2022-12-11,LSGL,LSGL,4b3200_2022-12-11 15:40:39
4627c1,FSF362E,2022-12-11T14:43:21Z,2022-12-11,2022-12-11T15:21:03Z,2022-12-11,LSGL,LSGL,4627c1_2022-12-11 15:43:21
49d452,OKHFH,2022-12-11T15:50:19Z,2022-12-11,2022-12-11T17:23:07Z,2022-12-11,LSGL,LKTB,49d452_2022-12-11 16:50:19
