ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b3303,RGA04,2026-01-01T01:32:12Z,2026-01-01,2026-01-01T01:50:33Z,2026-01-01,LSGL,4b3303_2026-01-01 02:32:12,LSGK
4b3305,RGA18,2026-01-01T03:17:05Z,2026-01-01,2026-01-01T03:31:24Z,2026-01-01,LSGL,4b3305_2026-01-01 04:17:05,LSGK
4b3303,RGA04,2026-01-01T03:37:31Z,2026-01-01,2026-01-01T04:02:18Z,2026-01-01,LSGL,4b3303_2026-01-01 04:37:31,LSGB
4b3e2c,AGV06,2026-01-01T04:28:31Z,2026-01-01,2026-01-01T04:45:23Z,2026-01-01,LSGL,4b3e2c_2026-01-01 05:28:31,LSGB
4b3e2d,AGV01,2026-01-01T04:38:13Z,2026-01-01,2026-01-01T04:54:12Z,2026-01-01,LSGL,4b3e2d_2026-01-01 05:38:13,LSGB
4b3305,RGA18,2026-01-01T05:09:00Z,2026-01-01,2026-01-01T05:29:10Z,2026-01-01,LSGL,4b3305_2026-01-01 06:09:00,LSTS
4b3302,RGA15,2026-01-01T05:11:32Z,2026-01-01,2026-01-01T05:29:35Z,2026-01-01,LSGL,4b3302_2026-01-01 06:11:32,LSGB
4b3d0a,HBXDA,2026-01-01T05:52:01Z,2026-01-01,2026-01-01T06:04:58Z,2026-01-01,LSGL,4b3d0a_2026-01-01 06:52:01,LSGK
4b3e2d,AGV01,2026-01-01T07:20:30Z,2026-01-01,2026-01-01T07:34:59Z,2026-01-01,LSGL,4b3e2d_2026-01-01 08:20:30,LSGB
4b0544,HBBZW,2026-01-01T07:21:45Z,2026-01-01,2026-01-01T09:11:41Z,2026-01-01,LSGL,4b0544_2026-01-01 08:21:45,LSGE
4b3302,RGA15,2026-01-01T07:54:32Z,2026-01-01,2026-01-01T08:11:29Z,2026-01-01,LSGL,4b3302_2026-01-01 08:54:32,LSGG
4b3303,RGA04,2026-01-01T16:00:45Z,2026-01-01,2026-01-01T16:14:59Z,2026-01-01,LSGL,4b3303_2026-01-01 17:00:45,LSGB
4b3303,RGA04,2026-01-01T16:00:54Z,2026-01-01,2026-01-01T16:14:59Z,2026-01-01,LSGL,4b3303_2026-01-01 17:00:54,NA
