ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b25ea,HBOJI,2026-01-15T09:49:55Z,2026-01-15,2026-01-15T10:00:38Z,2026-01-15,LSGY,LSGL,4b25ea_2026-01-15 10:49:55
4b28b1,HBPKR,2026-01-15T10:04:04Z,2026-01-15,2026-01-15T10:53:11Z,2026-01-15,LFLY,LSGL,4b28b1_2026-01-15 11:04:04
4b28b1,HBPKR,2026-01-15T12:36:17Z,2026-01-15,2026-01-15T13:35:51Z,2026-01-15,LSGL,LSGL,4b28b1_2026-01-15 13:36:17
4b1bdd,HBKOJ,2026-01-15T12:38:16Z,2026-01-15,2026-01-15T13:31:08Z,2026-01-15,LSGL,LSGL,4b1bdd_2026-01-15 13:38:16
4b25ea,HBOJI,2026-01-15T12:59:00Z,2026-01-15,2026-01-15T13:51:36Z,2026-01-15,LSGL,LSGL,4b25ea_2026-01-15 13:59:00
4b1af2,HBKFI,2026-01-15T13:23:52Z,2026-01-15,2026-01-15T13:56:57Z,2026-01-15,LSGC,LSGL,4b1af2_2026-01-15 14:23:52
4b0f7e,HBFWO,2026-01-15T13:29:06Z,2026-01-15,2026-01-15T14:01:55Z,2026-01-15,LSZC,LSGL,4b0f7e_2026-01-15 14:29:06
a03164,N111RC,2026-01-15T13:45:34Z,2026-01-15,2026-01-15T14:08:01Z,2026-01-15,LFLP,LSGL,a03164_2026-01-15 14:45:34
4b25ea,HBOJI,2026-01-15T15:05:43Z,2026-01-15,2026-01-15T15:32:19Z,2026-01-15,LSGL,LSGL,4b25ea_2026-01-15 16:05:43
4b3303,RGA04,2026-01-15T15:30:21Z,2026-01-15,2026-01-15T15:46:10Z,2026-01-15,LSGG,LSGL,4b3303_2026-01-15 16:30:21
4b3303,RGA04,2026-01-15T17:20:49Z,2026-01-15,2026-01-15T17:45:17Z,2026-01-15,LSGL,LSGL,4b3303_2026-01-15 18:20:49
