ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b442a,HBZVE,2026-01-26T07:29:31Z,2026-01-26,2026-01-26T09:20:29Z,2026-01-26,NA,LSGL,4b442a_2026-01-26 08:29:31
4b1af2,HBKFI,2026-01-26T07:36:46Z,2026-01-26,2026-01-26T08:18:50Z,2026-01-26,LSGL,LSGL,4b1af2_2026-01-26 08:36:46
4b28b1,HBPKR,2026-01-26T09:08:43Z,2026-01-26,2026-01-26T10:09:16Z,2026-01-26,LSGL,LSGL,4b28b1_2026-01-26 10:08:43
4b3303,RGAIH,2026-01-26T09:27:03Z,2026-01-26,2026-01-26T09:59:55Z,2026-01-26,NA,LSGL,4b3303_2026-01-26 10:27:03
4b25ea,HBOJI,2026-01-26T09:39:53Z,2026-01-26,2026-01-26T10:32:17Z,2026-01-26,LSGL,LSGL,4b25ea_2026-01-26 10:39:53
4b1af2,HBKFI,2026-01-26T10:12:08Z,2026-01-26,2026-01-26T10:27:11Z,2026-01-26,LSGL,LSGL,4b1af2_2026-01-26 11:12:08
4b28b1,HBPKR,2026-01-26T10:35:41Z,2026-01-26,2026-01-26T11:09:01Z,2026-01-26,LSGL,LSGL,4b28b1_2026-01-26 11:35:41
4b1b9d,HBKLX,2026-01-26T11:07:50Z,2026-01-26,2026-01-26T11:20:29Z,2026-01-26,LSGY,LSGL,4b1b9d_2026-01-26 12:07:50
4b1bdd,HBKOJ,2026-01-26T11:19:08Z,2026-01-26,2026-01-26T11:49:44Z,2026-01-26,LSGL,LSGL,4b1bdd_2026-01-26 12:19:08
4d02bd,JFA49B,2026-01-26T11:49:40Z,2026-01-26,2026-01-26T12:15:29Z,2026-01-26,LFKX,LSGL,4d02bd_2026-01-26 12:49:40
398800,FHCAA,2026-01-26T11:53:54Z,2026-01-26,2026-01-26T12:06:23Z,2026-01-26,LFLI,LSGL,398800_2026-01-26 12:53:54
4b25ea,HBOJI,2026-01-26T12:24:40Z,2026-01-26,2026-01-26T12:52:23Z,2026-01-26,LSGL,LSGL,4b25ea_2026-01-26 13:24:40
4b1bdd,HBKOJ,2026-01-26T12:49:24Z,2026-01-26,2026-01-26T13:22:07Z,2026-01-26,LSGL,LSGL,4b1bdd_2026-01-26 13:49:24
4b25ea,HBOJI,2026-01-26T14:18:06Z,2026-01-26,2026-01-26T14:54:58Z,2026-01-26,LSGL,LSGL,4b25ea_2026-01-26 15:18:06
4b1bdd,HBKOJ,2026-01-26T14:39:34Z,2026-01-26,2026-01-26T15:51:20Z,2026-01-26,LSGL,LSGL,4b1bdd_2026-01-26 15:39:34
462d44,FSF207A,2026-01-26T15:07:31Z,2026-01-26,2026-01-26T15:54:15Z,2026-01-26,LFOZ,LSGL,462d44_2026-01-26 16:07:31
4b3303,RGA04,2026-01-26T17:23:02Z,2026-01-26,2026-01-26T17:56:07Z,2026-01-26,LSGL,LSGL,4b3303_2026-01-26 18:23:02
