ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
46208f,FSF476E,2023-03-29T06:51:03Z,2023-03-29,2023-03-29T09:11:52Z,2023-03-29,LSGL,46208f_2023-03-29 08:51:03,EGNX
391a38,HBOJI,2023-03-29T08:17:50Z,2023-03-29,2023-03-29T09:22:24Z,2023-03-29,LSGL,391a38_2023-03-29 10:17:50,LSGL
4b1bdd,HBKOJ,2023-03-29T08:36:33Z,2023-03-29,2023-03-29T09:05:06Z,2023-03-29,LSGL,4b1bdd_2023-03-29 10:36:33,LSGL
4b28e3,HBPMP,2023-03-29T09:13:38Z,2023-03-29,2023-03-29T09:31:25Z,2023-03-29,LSGL,4b28e3_2023-03-29 11:13:38,LSGL
4b43b1,RGA04,2023-03-29T09:48:09Z,2023-03-29,2023-03-29T10:00:50Z,2023-03-29,LSGL,4b43b1_2023-03-29 11:48:09,LSGP
391a38,HBOJI,2023-03-29T12:20:18Z,2023-03-29,2023-03-29T13:07:25Z,2023-03-29,LSGL,391a38_2023-03-29 14:20:18,LSGL
4b43b1,RGA04,2023-03-29T13:44:30Z,2023-03-29,2023-03-29T13:59:05Z,2023-03-29,LSGL,4b43b1_2023-03-29 15:44:30,LSGN
391a38,HBOJI,2023-03-29T14:32:01Z,2023-03-29,2023-03-29T15:13:41Z,2023-03-29,LSGL,391a38_2023-03-29 16:32:01,LSGL
460cb6,FSF477C,2023-03-29T16:11:08Z,2023-03-29,2023-03-29T16:50:49Z,2023-03-29,LSGL,460cb6_2023-03-29 18:11:08,NA
4b0f7f,BQA12,2023-03-29T16:26:36Z,2023-03-29,2023-03-29T16:57:48Z,2023-03-29,LSGL,4b0f7f_2023-03-29 18:26:36,LSZM
4b0f7f,BQA12,2023-03-29T16:26:49Z,2023-03-29,2023-03-29T16:57:51Z,2023-03-29,LSGL,4b0f7f_2023-03-29 18:26:49,NA
