ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
4b1bdd,HBKOJ,2023-03-01T09:32:11Z,2023-03-01,2023-03-01T09:50:59Z,2023-03-01,LSGL,4b1bdd_2023-03-01 10:32:11,LSGL
4b23df,HBNPF,2023-03-01T12:25:06Z,2023-03-01,2023-03-01T12:42:58Z,2023-03-01,LSGL,4b23df_2023-03-01 13:25:06,LSGE
4b1bdd,HBKOJ,2023-03-01T12:44:53Z,2023-03-01,2023-03-01T13:56:49Z,2023-03-01,LSGL,4b1bdd_2023-03-01 13:44:53,LSGL
a63552,N5AV,2023-03-01T13:01:33Z,2023-03-01,2023-03-01T13:36:15Z,2023-03-01,LSGL,a63552_2023-03-01 14:01:33,LSZC
3008b1,IDIOT,2023-03-01T13:11:28Z,2023-03-01,2023-03-01T13:33:24Z,2023-03-01,LSGL,3008b1_2023-03-01 14:11:28,LSGB
4b4389,HBZOZ,2023-03-01T17:39:21Z,2023-03-01,2023-03-01T17:57:42Z,2023-03-01,LSGL,4b4389_2023-03-01 18:39:21,NA
