ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b3e2d,AGV01,2025-12-31T04:27:36Z,2025-12-31,2025-12-31T04:39:57Z,2025-12-31,LSGL,LSGB,4b3e2d_2025-12-31 05:27:36
4b1bdd,HBKOJ,2025-12-31T07:57:34Z,2025-12-31,2025-12-31T08:57:15Z,2025-12-31,LSGL,LSGL,4b1bdd_2025-12-31 08:57:34
4b1af2,HBKFI,2025-12-31T09:18:23Z,2025-12-31,2025-12-31T10:06:46Z,2025-12-31,LSGL,LSGL,4b1af2_2025-12-31 10:18:23
4b28b1,HBPKR,2025-12-31T10:17:04Z,2025-12-31,2025-12-31T11:00:21Z,2025-12-31,LSGL,LFGJ,4b28b1_2025-12-31 11:17:04
4b3303,RGA04,2025-12-31T10:53:05Z,2025-12-31,2025-12-31T11:04:29Z,2025-12-31,LSGL,LSGB,4b3303_2025-12-31 11:53:05
4b08c3,HBDIH,2025-12-31T11:03:34Z,2025-12-31,2025-12-31T12:05:06Z,2025-12-31,LSGL,LSPV,4b08c3_2025-12-31 12:03:34
4b1c63,HBKTN,2025-12-31T11:06:17Z,2025-12-31,2025-12-31T12:03:52Z,2025-12-31,LSGL,LSMF,4b1c63_2025-12-31 12:06:17
4b2f91,HBSAJ,2025-12-31T12:26:50Z,2025-12-31,2025-12-31T13:00:55Z,2025-12-31,LSGL,LSGN,4b2f91_2025-12-31 13:26:50
4b28b1,HBPKR,2025-12-31T13:08:47Z,2025-12-31,2025-12-31T13:57:17Z,2025-12-31,LSGL,LSGL,4b28b1_2025-12-31 14:08:47
4b1bdd,HBKOJ,2025-12-31T13:17:21Z,2025-12-31,2025-12-31T13:43:51Z,2025-12-31,LSGL,LSGL,4b1bdd_2025-12-31 14:17:21
4b27c0,HBPBK,2025-12-31T13:18:06Z,2025-12-31,2025-12-31T14:23:40Z,2025-12-31,LSGL,LSGL,4b27c0_2025-12-31 14:18:06
4b25ea,HBOJI,2025-12-31T13:30:33Z,2025-12-31,2025-12-31T13:52:41Z,2025-12-31,LSGL,LSGE,4b25ea_2025-12-31 14:30:33
4b1af2,HBKFI,2025-12-31T13:33:33Z,2025-12-31,2025-12-31T14:51:13Z,2025-12-31,LSGL,LSGL,4b1af2_2025-12-31 14:33:33
4b0618,HBCIA,2025-12-31T14:29:01Z,2025-12-31,2025-12-31T15:16:38Z,2025-12-31,LSGL,LSPL,4b0618_2025-12-31 15:29:01
4b3302,RGA15,2025-12-31T15:13:11Z,2025-12-31,2025-12-31T15:26:57Z,2025-12-31,LSGL,LSGB,4b3302_2025-12-31 16:13:11
4b3302,RGA15,2025-12-31T17:34:02Z,2025-12-31,2025-12-31T17:47:54Z,2025-12-31,LSGL,LSGG,4b3302_2025-12-31 18:34:02
4b3305,RGA18,2025-12-31T18:24:24Z,2025-12-31,2025-12-31T18:41:03Z,2025-12-31,LSGL,LSGB,4b3305_2025-12-31 19:24:24
