ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b3303,RGA04,2026-01-07T16:56:26Z,2026-01-07,2026-01-07T17:02:47Z,2026-01-07,LSGL,4b3303_2026-01-07 17:56:26
