ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b25ea,HBOJI,2026-02-23T07:50:45Z,2026-02-23,2026-02-23T08:03:41Z,2026-02-23,LSGL,LSGY,4b25ea_2026-02-23 08:50:45
4b2964,HBPRO,2026-02-23T07:52:45Z,2026-02-23,2026-02-23T08:36:59Z,2026-02-23,LSGL,LSZA,4b2964_2026-02-23 08:52:45
461fbd,OHMAN,2026-02-23T09:01:04Z,2026-02-23,2026-02-23T12:27:59Z,2026-02-23,LSGL,EGQL,461fbd_2026-02-23 10:01:04
5004ea,T7AVB,2026-02-23T10:11:14Z,2026-02-23,2026-02-23T10:23:28Z,2026-02-23,LSGL,LSGP,5004ea_2026-02-23 11:11:14
4b2964,HBPRO,2026-02-23T10:45:30Z,2026-02-23,2026-02-23T11:40:51Z,2026-02-23,LSGL,EDTL,4b2964_2026-02-23 11:45:30
463fc8,FSF327M,2026-02-23T10:49:04Z,2026-02-23,2026-02-23T11:57:29Z,2026-02-23,LSGL,EDFE,463fc8_2026-02-23 11:49:04
4b0c39,HBEQJ,2026-02-23T11:59:02Z,2026-02-23,2026-02-23T12:35:54Z,2026-02-23,LSGL,LSPG,4b0c39_2026-02-23 12:59:02
4b28b1,HBPKR,2026-02-23T12:27:37Z,2026-02-23,2026-02-23T13:29:18Z,2026-02-23,LSGL,LSGL,4b28b1_2026-02-23 13:27:37
4b3303,RGA04,2026-02-23T14:40:24Z,2026-02-23,2026-02-23T14:55:27Z,2026-02-23,LSGL,LSGN,4b3303_2026-02-23 15:40:24
4b28b1,HBPKR,2026-02-23T14:58:30Z,2026-02-23,2026-02-23T15:38:51Z,2026-02-23,LSGL,LSGL,4b28b1_2026-02-23 15:58:30
4b32fd,RGA03,2026-02-23T18:33:41Z,2026-02-23,2026-02-23T18:52:45Z,2026-02-23,LSGL,LSZB,4b32fd_2026-02-23 19:33:41
