ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b3e95,LAS3,2026-02-27T01:01:14Z,2026-02-27,2026-02-27T02:14:16Z,2026-02-27,LSGL,LSZE,4b3e95_2026-02-27 02:01:14
4b25ea,HBOJI,2026-02-27T09:50:38Z,2026-02-27,2026-02-27T10:05:59Z,2026-02-27,LSGL,LSGL,4b25ea_2026-02-27 10:50:38
4b2650,HBONG,2026-02-27T10:01:15Z,2026-02-27,2026-02-27T10:45:28Z,2026-02-27,LSGL,LSZQ,4b2650_2026-02-27 11:01:15
4b25ea,HBOJI,2026-02-27T10:42:31Z,2026-02-27,2026-02-27T11:39:44Z,2026-02-27,LSGL,LSGL,4b25ea_2026-02-27 11:42:31
4b0618,HBCIA,2026-02-27T10:46:00Z,2026-02-27,2026-02-27T11:30:29Z,2026-02-27,LSGL,LSPL,4b0618_2026-02-27 11:46:00
4d02bc,JFA74C,2026-02-27T10:46:38Z,2026-02-27,2026-02-27T11:41:53Z,2026-02-27,LSGL,LOIK,4d02bc_2026-02-27 11:46:38
4b3303,RGA04,2026-02-27T11:31:19Z,2026-02-27,2026-02-27T11:42:47Z,2026-02-27,LSGL,LSGB,4b3303_2026-02-27 12:31:19
4b25ea,HBOJI,2026-02-27T13:08:04Z,2026-02-27,2026-02-27T13:47:14Z,2026-02-27,LSGL,LSGL,4b25ea_2026-02-27 14:08:04
4b1b0e,HBKGK,2026-02-27T13:14:00Z,2026-02-27,2026-02-27T13:57:48Z,2026-02-27,LSGL,LSZB,4b1b0e_2026-02-27 14:14:00
4b0b79,HBEIZ,2026-02-27T14:35:27Z,2026-02-27,2026-02-27T15:03:04Z,2026-02-27,LSGL,LSGL,4b0b79_2026-02-27 15:35:27
4b25ea,HBOJI,2026-02-27T14:42:30Z,2026-02-27,2026-02-27T15:12:23Z,2026-02-27,LSGL,LSGL,4b25ea_2026-02-27 15:42:30
46316e,FSF603A,2026-02-27T15:45:58Z,2026-02-27,2026-02-27T16:27:27Z,2026-02-27,LSGL,NA,46316e_2026-02-27 16:45:58
4b439e,HBZPU,2026-02-27T16:28:31Z,2026-02-27,2026-02-27T16:40:38Z,2026-02-27,LSGL,LSGL,4b439e_2026-02-27 17:28:31
