ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b28e3,HBPMP,2022-10-30T08:07:05Z,2022-10-30,2022-10-30T09:25:16Z,2022-10-30,LSGL,4b28e3_2022-10-30 09:07:05,LSGL
391a38,HBOJI,2022-10-30T08:15:57Z,2022-10-30,2022-10-30T08:33:19Z,2022-10-30,LSGL,391a38_2022-10-30 09:15:57,LSGK
4b1af2,HBKFI,2022-10-30T10:21:49Z,2022-10-30,2022-10-30T11:33:36Z,2022-10-30,LSGL,4b1af2_2022-10-30 11:21:49,LSGL
4b1bdd,HBKOJ,2022-10-30T10:43:12Z,2022-10-30,2022-10-30T11:25:19Z,2022-10-30,LSGL,4b1bdd_2022-10-30 11:43:12,LSGL
4b1bfd,HBKPP,2022-10-30T10:54:58Z,2022-10-30,2022-10-30T12:11:44Z,2022-10-30,LSGL,4b1bfd_2022-10-30 11:54:58,LFPB
4b28e3,HBPMP,2022-10-30T11:35:24Z,2022-10-30,2022-10-30T12:21:12Z,2022-10-30,LSGL,4b28e3_2022-10-30 12:35:24,LSGB
4b3200,HBSYI,2022-10-30T11:37:16Z,2022-10-30,2022-10-30T12:01:26Z,2022-10-30,LSGL,4b3200_2022-10-30 12:37:16,LSGL
462dd1,FSF653M,2022-10-30T11:56:29Z,2022-10-30,2022-10-30T13:00:23Z,2022-10-30,LSGL,462dd1_2022-10-30 12:56:29,NA
4b1bdd,HBKOJ,2022-10-30T12:48:01Z,2022-10-30,2022-10-30T13:40:03Z,2022-10-30,LSGL,4b1bdd_2022-10-30 13:48:01,LSGL
391a38,HBOJI,2022-10-30T13:10:32Z,2022-10-30,2022-10-30T14:47:56Z,2022-10-30,LSGL,391a38_2022-10-30 14:10:32,LSZG
30083c,IHCBB,2022-10-30T13:57:53Z,2022-10-30,2022-10-30T15:31:04Z,2022-10-30,LSGL,30083c_2022-10-30 14:57:53,LIPB
46316e,FSF883V,2022-10-30T14:03:50Z,2022-10-30,2022-10-30T15:22:06Z,2022-10-30,LSGL,46316e_2022-10-30 15:03:50,LSGL
4b1af2,HBKFI,2022-10-30T14:24:00Z,2022-10-30,2022-10-30T16:07:04Z,2022-10-30,LSGL,4b1af2_2022-10-30 15:24:00,LSGL
4b1bdd,HBKOJ,2022-10-30T14:40:20Z,2022-10-30,2022-10-30T15:25:32Z,2022-10-30,LSGL,4b1bdd_2022-10-30 15:40:20,LSGL
4b2964,HBPRO,2022-10-30T14:55:34Z,2022-10-30,2022-10-30T15:38:09Z,2022-10-30,LSGL,4b2964_2022-10-30 15:55:34,LSZA
4b43ad,RGA04,2022-10-30T15:01:40Z,2022-10-30,2022-10-30T15:28:42Z,2022-10-30,LSGL,4b43ad_2022-10-30 16:01:40,LSPD
4b28e3,HBPMP,2022-10-30T15:19:46Z,2022-10-30,2022-10-30T16:11:39Z,2022-10-30,LSGL,4b28e3_2022-10-30 16:19:46,LSGL
4b3200,HBSYI,2022-10-30T15:55:30Z,2022-10-30,2022-10-30T16:20:00Z,2022-10-30,LSGL,4b3200_2022-10-30 16:55:30,LSGL
399925,FHGJF,2022-10-30T16:05:46Z,2022-10-30,2022-10-30T16:18:10Z,2022-10-30,LSGL,399925_2022-10-30 17:05:46,LSGB
3d497d,DFABT,2022-10-30T16:34:30Z,2022-10-30,2022-10-30T17:15:23Z,2022-10-30,LSGL,3d497d_2022-10-30 17:34:30,EDJA
3d497d,DFABT,2022-10-30T16:34:40Z,2022-10-30,2022-10-30T17:15:38Z,2022-10-30,LSGL,3d497d_2022-10-30 17:34:40,NA
