ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b4271,AGV01,2026-02-05T00:46:19Z,2026-02-05,2026-02-05T00:58:34Z,2026-02-05,LSGL,4b4271_2026-02-05 01:46:19,LSGB
4b1bdd,HBKOJ,2026-02-05T07:48:18Z,2026-02-05,2026-02-05T08:09:20Z,2026-02-05,LSGL,4b1bdd_2026-02-05 08:48:18,LSGL
4b1af2,HBKFI,2026-02-05T08:55:42Z,2026-02-05,2026-02-05T09:37:57Z,2026-02-05,LSGL,4b1af2_2026-02-05 09:55:42,LSGL
4b27c0,HBPBK,2026-02-05T09:38:43Z,2026-02-05,2026-02-05T10:00:33Z,2026-02-05,LSGL,4b27c0_2026-02-05 10:38:43,LSGL
4b28b1,HBPKR,2026-02-05T09:45:25Z,2026-02-05,2026-02-05T10:08:52Z,2026-02-05,LSGL,4b28b1_2026-02-05 10:45:25,LSGL
4b25ea,HBOJI,2026-02-05T09:47:57Z,2026-02-05,2026-02-05T10:16:59Z,2026-02-05,LSGL,4b25ea_2026-02-05 10:47:57,LSGL
4b1bdd,HBKOJ,2026-02-05T09:52:00Z,2026-02-05,2026-02-05T10:08:59Z,2026-02-05,LSGL,4b1bdd_2026-02-05 10:52:00,LSGE
4b1af2,HBKFI,2026-02-05T10:23:42Z,2026-02-05,2026-02-05T10:59:28Z,2026-02-05,LSGL,4b1af2_2026-02-05 11:23:42,LSGL
4b25ea,HBOJI,2026-02-05T11:32:49Z,2026-02-05,2026-02-05T12:07:28Z,2026-02-05,LSGL,4b25ea_2026-02-05 12:32:49,LSGL
4b28b1,HBPKR,2026-02-05T11:53:30Z,2026-02-05,2026-02-05T12:33:26Z,2026-02-05,LSGL,4b28b1_2026-02-05 12:53:30,LSGL
4b0e59,HBFLH,2026-02-05T12:25:07Z,2026-02-05,2026-02-05T12:54:24Z,2026-02-05,LSGL,4b0e59_2026-02-05 13:25:07,LSTS
4b25ea,HBOJI,2026-02-05T13:04:51Z,2026-02-05,2026-02-05T13:47:58Z,2026-02-05,LSGL,4b25ea_2026-02-05 14:04:51,LSGL
4b3303,RGA04,2026-02-05T13:20:02Z,2026-02-05,2026-02-05T13:39:52Z,2026-02-05,LSGL,4b3303_2026-02-05 14:20:02,LSGN
4b28b1,HBPKR,2026-02-05T14:07:41Z,2026-02-05,2026-02-05T14:35:23Z,2026-02-05,LSGL,4b28b1_2026-02-05 15:07:41,LSZB
4b1af2,HBKFI,2026-02-05T14:48:00Z,2026-02-05,2026-02-05T15:57:33Z,2026-02-05,LSGL,4b1af2_2026-02-05 15:48:00,LSGL
4b25ea,HBOJI,2026-02-05T14:59:23Z,2026-02-05,2026-02-05T16:01:18Z,2026-02-05,LSGL,4b25ea_2026-02-05 15:59:23,LSGL
4b1bdd,HBKOJ,2026-02-05T15:17:46Z,2026-02-05,2026-02-05T15:31:37Z,2026-02-05,LSGL,4b1bdd_2026-02-05 16:17:46,LSGL
4b3303,RGA04,2026-02-05T17:26:01Z,2026-02-05,2026-02-05T17:50:26Z,2026-02-05,LSGL,4b3303_2026-02-05 18:26:01,LSGL
4b3303,RGA04,2026-02-05T21:35:23Z,2026-02-05,2026-02-05T21:37:21Z,2026-02-05,LSGL,4b3303_2026-02-05 22:35:23,NA
