ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
502d29,BTI69W,2026-01-24T17:57:27Z,2026-01-24,2026-01-24T19:23:11Z,2026-01-24,LSGL,502d29_2026-01-24 18:57:27
