ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
4b43b1,RGA04,2023-01-16T00:24:25Z,2023-01-16,2023-01-16T00:34:41Z,2023-01-16,LSGL,4b43b1_2023-01-16 01:24:25,LSGY
4b4271,HBZEF,2023-01-16T02:10:47Z,2023-01-16,2023-01-16T02:21:48Z,2023-01-16,LSGL,4b4271_2023-01-16 03:10:47,LSGB
4b4213,HBZAP,2023-01-16T09:19:57Z,2023-01-16,2023-01-16T09:39:29Z,2023-01-16,LSGL,4b4213_2023-01-16 10:19:57,NA
46316e,FSF747G,2023-01-16T11:45:40Z,2023-01-16,2023-01-16T12:59:49Z,2023-01-16,LSGL,46316e_2023-01-16 12:45:40,NA
