ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b1af2,HBKFI,2026-03-09T16:18:49Z,2026-03-09,2026-03-09T16:39:51Z,2026-03-09,LSGL,4b1af2_2026-03-09 17:18:49
