ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
46316e,FSF844A,2025-12-24T09:04:52Z,2025-12-24,2025-12-24T09:16:06Z,2025-12-24,LSGL,46316e_2025-12-24 10:04:52,LSGG
4b32fd,RGA03,2025-12-24T09:48:38Z,2025-12-24,2025-12-24T10:09:27Z,2025-12-24,LSGL,4b32fd_2025-12-24 10:48:38,LSZB
4b27c0,HBPBK,2025-12-24T10:11:39Z,2025-12-24,2025-12-24T11:07:33Z,2025-12-24,LSGL,4b27c0_2025-12-24 11:11:39,NA
