ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1bcd,HBKNT,2026-03-03T07:10:28Z,2026-03-03,2026-03-03T07:42:29Z,2026-03-03,LSZP,LSGL,4b1bcd_2026-03-03 08:10:28
4aaa0b,SEJPK,2026-03-03T07:16:37Z,2026-03-03,2026-03-03T08:03:29Z,2026-03-03,LSMD,LSGL,4aaa0b_2026-03-03 08:16:37
4b3301,RGA04,2026-03-03T08:46:07Z,2026-03-03,2026-03-03T08:56:23Z,2026-03-03,LSGY,LSGL,4b3301_2026-03-03 09:46:07
4b1af2,HBKFI,2026-03-03T09:28:57Z,2026-03-03,2026-03-03T09:42:59Z,2026-03-03,LSGY,LSGL,4b1af2_2026-03-03 10:28:57
4b25ea,HBOJI,2026-03-03T09:40:32Z,2026-03-03,2026-03-03T10:49:26Z,2026-03-03,LSPN,LSGL,4b25ea_2026-03-03 10:40:32
460861,JFA43Z,2026-03-03T09:50:01Z,2026-03-03,2026-03-03T10:03:13Z,2026-03-03,LSGG,LSGL,460861_2026-03-03 10:50:01
4b1af2,HBKFI,2026-03-03T10:11:04Z,2026-03-03,2026-03-03T10:52:50Z,2026-03-03,LSGL,LSGL,4b1af2_2026-03-03 11:11:04
4b1c62,HBKTM,2026-03-03T10:49:50Z,2026-03-03,2026-03-03T11:08:28Z,2026-03-03,LSGN,LSGL,4b1c62_2026-03-03 11:49:50
4b1af2,HBKFI,2026-03-03T12:06:13Z,2026-03-03,2026-03-03T12:23:59Z,2026-03-03,LSGE,LSGL,4b1af2_2026-03-03 13:06:13
4b3302,RGA15,2026-03-03T12:55:30Z,2026-03-03,2026-03-03T13:11:14Z,2026-03-03,LSGG,LSGL,4b3302_2026-03-03 13:55:30
4627c1,FSF640K,2026-03-03T13:33:01Z,2026-03-03,2026-03-03T13:45:44Z,2026-03-03,LSTS,LSGL,4627c1_2026-03-03 14:33:01
4b25ea,HBOJI,2026-03-03T14:36:02Z,2026-03-03,2026-03-03T15:30:30Z,2026-03-03,LSGL,LSGL,4b25ea_2026-03-03 15:36:02
4b1af2,HBKFI,2026-03-03T14:50:16Z,2026-03-03,2026-03-03T15:18:12Z,2026-03-03,LSGN,LSGL,4b1af2_2026-03-03 15:50:16
4b1af2,HBKFI,2026-03-03T16:14:21Z,2026-03-03,2026-03-03T16:50:26Z,2026-03-03,LSGL,LSGL,4b1af2_2026-03-03 17:14:21
4b3301,RGA04,2026-03-03T18:46:33Z,2026-03-03,2026-03-03T18:58:16Z,2026-03-03,LSTO,LSGL,4b3301_2026-03-03 19:46:33
