ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43b1,RGA04,2022-12-04T15:29:49Z,2022-12-04,2022-12-04T15:31:26Z,2022-12-04,LSGL,4b43b1_2022-12-04 16:29:49
