ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b4488,HBZYU,2026-02-01T08:35:51Z,2026-02-01,2026-02-01T08:55:53Z,2026-02-01,LSGB,LSGL,4b4488_2026-02-01 09:35:51
4b27bf,HBPBJ,2026-02-01T09:24:42Z,2026-02-01,2026-02-01T10:01:59Z,2026-02-01,LSGG,LSGL,4b27bf_2026-02-01 10:24:42
4b27c0,HBPBK,2026-02-01T09:57:36Z,2026-02-01,2026-02-01T11:01:17Z,2026-02-01,LSGL,LSGL,4b27c0_2026-02-01 10:57:36
4b32fd,RGA03,2026-02-01T11:55:46Z,2026-02-01,2026-02-01T12:19:20Z,2026-02-01,LSZB,LSGL,4b32fd_2026-02-01 12:55:46
4b4492,HBZZE,2026-02-01T12:34:09Z,2026-02-01,2026-02-01T13:14:29Z,2026-02-01,LSZB,LSGL,4b4492_2026-02-01 13:34:09
4b25ea,HBOJI,2026-02-01T14:05:26Z,2026-02-01,2026-02-01T14:33:59Z,2026-02-01,LSGL,LSGL,4b25ea_2026-02-01 15:05:26
4b3300,RGA04,2026-02-01T14:10:10Z,2026-02-01,2026-02-01T14:20:27Z,2026-02-01,LSGB,LSGL,4b3300_2026-02-01 15:10:10
4b1af2,HBKFI,2026-02-01T14:51:00Z,2026-02-01,2026-02-01T15:13:32Z,2026-02-01,LSGN,LSGL,4b1af2_2026-02-01 15:51:00
4b2964,HBPRO,2026-02-01T15:03:53Z,2026-02-01,2026-02-01T15:22:37Z,2026-02-01,LSZG,LSGL,4b2964_2026-02-01 16:03:53
4b1bdd,HBKOJ,2026-02-01T15:42:33Z,2026-02-01,2026-02-01T16:17:19Z,2026-02-01,LSZQ,LSGL,4b1bdd_2026-02-01 16:42:33
4b3300,RGA04,2026-02-01T17:55:45Z,2026-02-01,2026-02-01T18:15:49Z,2026-02-01,NA,LSGL,4b3300_2026-02-01 18:55:45
4b3305,RGA18,2026-02-01T19:11:10Z,2026-02-01,2026-02-01T19:21:28Z,2026-02-01,LSGB,LSGL,4b3305_2026-02-01 20:11:10
