ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
39d565,FHVLF,2026-02-02T07:36:24Z,2026-02-02,2026-02-02T09:06:46Z,2026-02-02,LSGL,39d565_2026-02-02 08:36:24,LFMV
4b25ea,HBOJI,2026-02-02T11:09:48Z,2026-02-02,2026-02-02T11:44:04Z,2026-02-02,LSGL,4b25ea_2026-02-02 12:09:48,LSGL
4b25ea,HBOJI,2026-02-02T12:40:22Z,2026-02-02,2026-02-02T13:10:22Z,2026-02-02,LSGL,4b25ea_2026-02-02 13:40:22,LSZB
4b28b1,HBPKR,2026-02-02T12:47:49Z,2026-02-02,2026-02-02T13:31:23Z,2026-02-02,LSGL,4b28b1_2026-02-02 13:47:49,LSGL
4b1bdd,HBKOJ,2026-02-02T12:51:09Z,2026-02-02,2026-02-02T13:35:26Z,2026-02-02,LSGL,4b1bdd_2026-02-02 13:51:09,LSGL
4b1bae,HBKMO,2026-02-02T14:26:46Z,2026-02-02,2026-02-02T14:51:58Z,2026-02-02,LSGL,4b1bae_2026-02-02 15:26:46,LSZB
4b4089,HBYLL,2026-02-02T14:31:31Z,2026-02-02,2026-02-02T15:54:52Z,2026-02-02,LSGL,4b4089_2026-02-02 15:31:31,LSZF
4b1af2,HBKFI,2026-02-02T15:03:56Z,2026-02-02,2026-02-02T15:34:10Z,2026-02-02,LSGL,4b1af2_2026-02-02 16:03:56,LSGL
4b25ea,HBOJI,2026-02-02T15:41:41Z,2026-02-02,2026-02-02T16:14:21Z,2026-02-02,LSGL,4b25ea_2026-02-02 16:41:41,LSGL
4b3305,RGA18,2026-02-02T16:14:04Z,2026-02-02,2026-02-02T16:24:05Z,2026-02-02,LSGL,4b3305_2026-02-02 17:14:04,LSGB
4b32fd,RGA03,2026-02-02T21:39:04Z,2026-02-02,2026-02-02T22:02:29Z,2026-02-02,LSGL,4b32fd_2026-02-02 22:39:04,LSZB
4b32fd,RGA03,2026-02-02T21:39:14Z,2026-02-02,2026-02-02T22:02:37Z,2026-02-02,LSGL,4b32fd_2026-02-02 22:39:14,NA
