ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
4b28b1,HBPKR,2026-01-12T10:11:30Z,2026-01-12,2026-01-12T11:10:44Z,2026-01-12,LSGL,4b28b1_2026-01-12 11:11:30,LSZG
4d02b7,JFA85M,2026-01-12T11:04:34Z,2026-01-12,2026-01-12T12:20:20Z,2026-01-12,LSGL,4d02b7_2026-01-12 12:04:34,EBBR
463fc8,FSF205A,2026-01-12T14:04:37Z,2026-01-12,2026-01-12T14:52:04Z,2026-01-12,LSGL,463fc8_2026-01-12 15:04:37,NA
