ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1bdf,HBKOL,2025-12-08T07:27:26Z,2025-12-08,2025-12-08T08:24:59Z,2025-12-08,LSGL,EDMA,4b1bdf_2025-12-08 08:27:26
461fbd,FSF322A,2025-12-08T07:35:10Z,2025-12-08,2025-12-08T08:37:29Z,2025-12-08,LSGL,LFTZ,461fbd_2025-12-08 08:35:10
4b28b1,HBPKR,2025-12-08T08:51:21Z,2025-12-08,2025-12-08T09:01:59Z,2025-12-08,LSGL,LSGY,4b28b1_2025-12-08 09:51:21
4b1bdd,HBKOJ,2025-12-08T10:04:11Z,2025-12-08,2025-12-08T11:08:19Z,2025-12-08,LSGL,LSGL,4b1bdd_2025-12-08 11:04:11
4b25ea,HBOJI,2025-12-08T10:33:05Z,2025-12-08,2025-12-08T10:51:29Z,2025-12-08,LSGL,LSGB,4b25ea_2025-12-08 11:33:05
4b28b1,HBPKR,2025-12-08T11:23:19Z,2025-12-08,2025-12-08T12:55:06Z,2025-12-08,LSGL,LSGL,4b28b1_2025-12-08 12:23:19
4b3e2d,AGV01,2025-12-08T13:18:42Z,2025-12-08,2025-12-08T13:41:15Z,2025-12-08,LSGL,LSGB,4b3e2d_2025-12-08 14:18:42
4b28b1,HBPKR,2025-12-08T13:42:43Z,2025-12-08,2025-12-08T14:15:01Z,2025-12-08,LSGL,LSGL,4b28b1_2025-12-08 14:42:43
4b0c39,HBEQJ,2025-12-08T13:46:47Z,2025-12-08,2025-12-08T14:44:14Z,2025-12-08,LSGL,LSMM,4b0c39_2025-12-08 14:46:47
4b32fd,RGA03,2025-12-08T18:09:06Z,2025-12-08,2025-12-08T18:34:49Z,2025-12-08,LSGL,LSZB,4b32fd_2025-12-08 19:09:06
