ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
46208f,FSF18E,2023-03-30T10:21:56Z,2023-03-30,2023-03-30T11:07:03Z,2023-03-30,LSGL,46208f_2023-03-30 12:21:56,LFMN
4d02b7,JFA20G,2023-03-30T17:42:24Z,2023-03-30,2023-03-30T17:53:12Z,2023-03-30,LSGL,4d02b7_2023-03-30 19:42:24,NA
