ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b43b1,RGA04,2023-02-07T04:58:55Z,2023-02-07,2023-02-07T05:09:28Z,2023-02-07,LSGL,LSGB,4b43b1_2023-02-07 05:58:55
4b28e3,HBPMP,2023-02-07T07:22:35Z,2023-02-07,2023-02-07T08:09:56Z,2023-02-07,LSGL,LSGL,4b28e3_2023-02-07 08:22:35
46316e,FSF907X,2023-02-07T08:34:35Z,2023-02-07,2023-02-07T09:32:56Z,2023-02-07,LSGL,LFPB,46316e_2023-02-07 09:34:35
43ee33,PCH096,2023-02-07T09:38:14Z,2023-02-07,2023-02-07T10:40:52Z,2023-02-07,LSGL,LSZC,43ee33_2023-02-07 10:38:14
4b43b1,RGA04,2023-02-07T10:30:34Z,2023-02-07,2023-02-07T10:44:58Z,2023-02-07,LSGL,LSGE,4b43b1_2023-02-07 11:30:34
4b436d,HBZNX,2023-02-07T11:38:05Z,2023-02-07,2023-02-07T12:05:22Z,2023-02-07,LSGL,LSZG,4b436d_2023-02-07 12:38:05
4b23e0,HBNPG,2023-02-07T12:07:56Z,2023-02-07,2023-02-07T12:29:55Z,2023-02-07,LSGL,LSGE,4b23e0_2023-02-07 13:07:56
391a38,HBOJI,2023-02-07T12:59:08Z,2023-02-07,2023-02-07T13:36:23Z,2023-02-07,LSGL,LSGL,391a38_2023-02-07 13:59:08
4b07df,HBCZN,2023-02-07T13:19:40Z,2023-02-07,2023-02-07T13:41:58Z,2023-02-07,LSGL,LSGE,4b07df_2023-02-07 14:19:40
4d02be,JFA01D,2023-02-07T13:42:54Z,2023-02-07,2023-02-07T14:40:27Z,2023-02-07,LSGL,LFPB,4d02be_2023-02-07 14:42:54
4b43b1,RGA04,2023-02-07T14:22:51Z,2023-02-07,2023-02-07T14:35:46Z,2023-02-07,LSGL,LSGB,4b43b1_2023-02-07 15:22:51
391a38,HBOJI,2023-02-07T14:23:33Z,2023-02-07,2023-02-07T14:59:22Z,2023-02-07,LSGL,LSGL,391a38_2023-02-07 15:23:33
a63552,N5AV,2023-02-07T15:06:09Z,2023-02-07,2023-02-07T15:37:08Z,2023-02-07,LSGL,LSMA,a63552_2023-02-07 16:06:09
4b43ab,RGA03,2023-02-07T17:30:21Z,2023-02-07,2023-02-07T17:57:49Z,2023-02-07,LSGL,LSZB,4b43ab_2023-02-07 18:30:21
4b43b1,RGA04,2023-02-07T18:14:43Z,2023-02-07,2023-02-07T18:26:57Z,2023-02-07,LSGL,LFSP,4b43b1_2023-02-07 19:14:43
4b43b2,RGA18,2023-02-07T21:03:00Z,2023-02-07,2023-02-07T21:27:30Z,2023-02-07,LSGL,LSGB,4b43b2_2023-02-07 22:03:00
