ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b28e3,HBPMP,2022-10-18T06:17:29Z,2022-10-18,2022-10-18T07:09:09Z,2022-10-18,LSGL,LSGL,4b28e3_2022-10-18 08:17:29
391a38,HBOJI,2022-10-18T06:21:41Z,2022-10-18,2022-10-18T07:15:06Z,2022-10-18,LSGL,LSGL,391a38_2022-10-18 08:21:41
4b1fa1,HBLZL,2022-10-18T07:03:10Z,2022-10-18,2022-10-18T09:20:59Z,2022-10-18,LSGL,LSGL,4b1fa1_2022-10-18 09:03:10
4b1bfd,HBKPP,2022-10-18T07:07:45Z,2022-10-18,2022-10-18T07:30:50Z,2022-10-18,LSGL,LFLI,4b1bfd_2022-10-18 09:07:45
4b1af2,HBKFI,2022-10-18T08:30:59Z,2022-10-18,2022-10-18T09:30:28Z,2022-10-18,LSGL,LSGL,4b1af2_2022-10-18 10:30:59
4b2964,HBPRO,2022-10-18T08:47:16Z,2022-10-18,2022-10-18T09:27:34Z,2022-10-18,LSGL,LSZR,4b2964_2022-10-18 10:47:16
4b28e3,HBPMP,2022-10-18T09:04:13Z,2022-10-18,2022-10-18T09:24:26Z,2022-10-18,LSGL,LSGK,4b28e3_2022-10-18 11:04:13
4b2801,HBPDX,2022-10-18T09:35:56Z,2022-10-18,2022-10-18T09:53:22Z,2022-10-18,LSGL,LSGC,4b2801_2022-10-18 11:35:56
4b4271,HBZEF,2022-10-18T10:41:03Z,2022-10-18,2022-10-18T10:52:46Z,2022-10-18,LSGL,LSGB,4b4271_2022-10-18 12:41:03
4b1af2,HBKFI,2022-10-18T10:48:50Z,2022-10-18,2022-10-18T11:15:26Z,2022-10-18,LSGL,LSZB,4b1af2_2022-10-18 12:48:50
460861,OHDEN,2022-10-18T10:57:37Z,2022-10-18,2022-10-18T11:13:11Z,2022-10-18,LSGL,LSGL,460861_2022-10-18 12:57:37
460861,OHDEN,2022-10-18T12:00:41Z,2022-10-18,2022-10-18T13:08:44Z,2022-10-18,LSGL,LFPB,460861_2022-10-18 14:00:41
4b1fa1,HBLZL,2022-10-18T12:04:18Z,2022-10-18,2022-10-18T13:36:27Z,2022-10-18,LSGL,LSGL,4b1fa1_2022-10-18 14:04:18
4b1baf,HBKMP,2022-10-18T12:11:47Z,2022-10-18,2022-10-18T12:32:42Z,2022-10-18,LSGL,LSZB,4b1baf_2022-10-18 14:11:47
391a38,HBOJI,2022-10-18T12:23:19Z,2022-10-18,2022-10-18T12:55:53Z,2022-10-18,LSGL,LSGL,391a38_2022-10-18 14:23:19
391a38,HBOJI,2022-10-18T13:37:53Z,2022-10-18,2022-10-18T14:17:50Z,2022-10-18,LSGL,LSGL,391a38_2022-10-18 15:37:53
4b27c0,HBPBK,2022-10-18T15:02:44Z,2022-10-18,2022-10-18T15:20:41Z,2022-10-18,LSGL,LSGL,4b27c0_2022-10-18 17:02:44
391a38,HBOJI,2022-10-18T15:23:17Z,2022-10-18,2022-10-18T16:02:27Z,2022-10-18,LSGL,LSGL,391a38_2022-10-18 17:23:17
4b43ad,RGA04,2022-10-18T17:24:03Z,2022-10-18,2022-10-18T17:38:11Z,2022-10-18,LSGL,LSGE,4b43ad_2022-10-18 19:24:03
