ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
46208f,FSF162W,2022-10-19T06:06:11Z,2022-10-19,2022-10-19T07:23:57Z,2022-10-19,LSGL,EDDL,46208f_2022-10-19 08:06:11
4b1fa1,HBLZL,2022-10-19T07:08:11Z,2022-10-19,2022-10-19T08:25:40Z,2022-10-19,LSGL,LFGJ,4b1fa1_2022-10-19 09:08:11
391a38,HBOJI,2022-10-19T07:20:18Z,2022-10-19,2022-10-19T08:06:27Z,2022-10-19,LSGL,LSGL,391a38_2022-10-19 09:20:18
4b28e3,HBPMP,2022-10-19T07:48:28Z,2022-10-19,2022-10-19T08:11:41Z,2022-10-19,LSGL,LSGL,4b28e3_2022-10-19 09:48:28
4b1af2,HBKFI,2022-10-19T08:19:12Z,2022-10-19,2022-10-19T09:12:44Z,2022-10-19,LSGL,LSGL,4b1af2_2022-10-19 10:19:12
4b0f56,HBFVA,2022-10-19T08:56:59Z,2022-10-19,2022-10-19T11:52:45Z,2022-10-19,LSGL,EGPH,4b0f56_2022-10-19 10:56:59
46316e,FSF268T,2022-10-19T09:30:03Z,2022-10-19,2022-10-19T11:53:06Z,2022-10-19,LSGL,LEIB,46316e_2022-10-19 11:30:03
4b1bfd,HBKPP,2022-10-19T09:36:11Z,2022-10-19,2022-10-19T09:52:16Z,2022-10-19,LSGL,LSGB,4b1bfd_2022-10-19 11:36:11
4b1fa1,HBLZL,2022-10-19T11:33:00Z,2022-10-19,2022-10-19T12:54:44Z,2022-10-19,LSGL,LSGL,4b1fa1_2022-10-19 13:33:00
4643c5,FSF100A,2022-10-19T11:53:43Z,2022-10-19,2022-10-19T13:48:50Z,2022-10-19,LSGL,LKMT,4643c5_2022-10-19 13:53:43
4b1af2,HBKFI,2022-10-19T11:59:30Z,2022-10-19,2022-10-19T12:21:25Z,2022-10-19,LSGL,LSGL,4b1af2_2022-10-19 13:59:30
4b1bdd,HBKOJ,2022-10-19T12:09:07Z,2022-10-19,2022-10-19T13:02:29Z,2022-10-19,LSGL,LSGL,4b1bdd_2022-10-19 14:09:07
505d5b,OMS500,2022-10-19T12:25:53Z,2022-10-19,2022-10-19T14:03:10Z,2022-10-19,LSGL,EBBY,505d5b_2022-10-19 14:25:53
391a38,HBOJI,2022-10-19T12:38:19Z,2022-10-19,2022-10-19T13:16:20Z,2022-10-19,LSGL,LFGJ,391a38_2022-10-19 14:38:19
4b0f7f,HBFWP,2022-10-19T12:58:30Z,2022-10-19,2022-10-19T13:29:36Z,2022-10-19,LSGL,LSZH,4b0f7f_2022-10-19 14:58:30
4b1af2,HBKFI,2022-10-19T13:19:10Z,2022-10-19,2022-10-19T13:55:29Z,2022-10-19,LSGL,LSGL,4b1af2_2022-10-19 15:19:10
4b1bfd,HBKPP,2022-10-19T13:40:44Z,2022-10-19,2022-10-19T14:29:59Z,2022-10-19,LSGL,LSGL,4b1bfd_2022-10-19 15:40:44
4b1bdd,HBKOJ,2022-10-19T14:04:12Z,2022-10-19,2022-10-19T14:59:00Z,2022-10-19,LSGL,LSGL,4b1bdd_2022-10-19 16:04:12
4b1af2,HBKFI,2022-10-19T14:23:06Z,2022-10-19,2022-10-19T14:56:25Z,2022-10-19,LSGL,LSGL,4b1af2_2022-10-19 16:23:06
4b1bfd,HBKPP,2022-10-19T14:40:35Z,2022-10-19,2022-10-19T15:21:51Z,2022-10-19,LSGL,LSGL,4b1bfd_2022-10-19 16:40:35
