ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b43b1,RGA04,2023-03-27T23:07:30Z,2023-03-28,2023-03-27T23:19:57Z,2023-03-28,LSGL,LSGB,4b43b1_2023-03-28 01:07:30
4b0f89,HBFWZ,2023-03-28T06:00:48Z,2023-03-28,2023-03-28T06:53:24Z,2023-03-28,LSGL,LIML,4b0f89_2023-03-28 08:00:48
4b1af2,HBKFI,2023-03-28T06:48:12Z,2023-03-28,2023-03-28T07:24:15Z,2023-03-28,LSGL,LSGL,4b1af2_2023-03-28 08:48:12
391a38,HBOJI,2023-03-28T07:37:29Z,2023-03-28,2023-03-28T08:16:49Z,2023-03-28,LSGL,LSZB,391a38_2023-03-28 09:37:29
4b44a5,HBZZX,2023-03-28T07:57:51Z,2023-03-28,2023-03-28T08:12:15Z,2023-03-28,LSGL,LSGL,4b44a5_2023-03-28 09:57:51
4b1af2,HBKFI,2023-03-28T08:37:36Z,2023-03-28,2023-03-28T09:19:48Z,2023-03-28,LSGL,LSGL,4b1af2_2023-03-28 10:37:36
4627c1,FSF221T,2023-03-28T09:41:36Z,2023-03-28,2023-03-28T11:11:51Z,2023-03-28,LSGL,LIRU,4627c1_2023-03-28 11:41:36
4b1bdd,HBKOJ,2023-03-28T10:24:23Z,2023-03-28,2023-03-28T11:51:15Z,2023-03-28,LSGL,LSGL,4b1bdd_2023-03-28 12:24:23
4b3a2b,HBWAT,2023-03-28T11:54:05Z,2023-03-28,2023-03-28T12:39:55Z,2023-03-28,LSGL,LSZU,4b3a2b_2023-03-28 13:54:05
4b43b1,RGA04,2023-03-28T12:35:32Z,2023-03-28,2023-03-28T12:50:09Z,2023-03-28,LSGL,LFGX,4b43b1_2023-03-28 14:35:32
4b1af2,HBKFI,2023-03-28T12:47:53Z,2023-03-28,2023-03-28T13:09:35Z,2023-03-28,LSGL,LSGE,4b1af2_2023-03-28 14:47:53
4b1bdf,HBKOL,2023-03-28T13:38:35Z,2023-03-28,2023-03-28T14:16:30Z,2023-03-28,LSGL,LSZR,4b1bdf_2023-03-28 15:38:35
4b293a,HBPPY,2023-03-28T13:41:08Z,2023-03-28,2023-03-28T14:15:51Z,2023-03-28,LSGL,LSZG,4b293a_2023-03-28 15:41:08
4b0fc0,HBFZC,2023-03-28T13:54:05Z,2023-03-28,2023-03-28T14:10:40Z,2023-03-28,LSGL,LSGG,4b0fc0_2023-03-28 15:54:05
39cd81,FHTMB,2023-03-28T14:06:07Z,2023-03-28,2023-03-28T14:23:20Z,2023-03-28,LSGL,LFLI,39cd81_2023-03-28 16:06:07
4b1af2,HBKFI,2023-03-28T15:29:33Z,2023-03-28,2023-03-28T16:13:58Z,2023-03-28,LSGL,LSGL,4b1af2_2023-03-28 17:29:33
391a38,HBOJI,2023-03-28T16:00:42Z,2023-03-28,2023-03-28T16:18:43Z,2023-03-28,LSGL,LSGL,391a38_2023-03-28 18:00:42
4b43b1,RGA04,2023-03-28T17:07:07Z,2023-03-28,2023-03-28T17:22:21Z,2023-03-28,LSGL,LSGN,4b43b1_2023-03-28 19:07:07
