ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,destination_airport_ICAO,id,departure_airport_ICAO
484165,KLM53M,2023-03-30T13:19:53Z,2023-03-30,2023-03-30T14:21:28Z,2023-03-30,LSGL,484165_2023-03-30 15:19:53,EHAM
48548e,KLM97K,2023-03-30T19:02:56Z,2023-03-30,2023-03-30T20:19:34Z,2023-03-30,LSGL,48548e_2023-03-30 21:02:56,NA
