ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1af2,HBKFI,2023-03-28T06:48:12Z,2023-03-28,2023-03-28T07:24:15Z,2023-03-28,LSGL,LSGL,4b1af2_2023-03-28 08:48:12
4b44a5,HBZZX,2023-03-28T07:57:51Z,2023-03-28,2023-03-28T08:12:15Z,2023-03-28,LSGL,LSGL,4b44a5_2023-03-28 09:57:51
4b1af2,HBKFI,2023-03-28T08:37:36Z,2023-03-28,2023-03-28T09:19:48Z,2023-03-28,LSGL,LSGL,4b1af2_2023-03-28 10:37:36
391a38,HBOJI,2023-03-28T08:58:53Z,2023-03-28,2023-03-28T09:47:47Z,2023-03-28,LSZB,LSGL,391a38_2023-03-28 10:58:53
4b3a2b,HBWAT,2023-03-28T09:18:22Z,2023-03-28,2023-03-28T10:04:29Z,2023-03-28,LSZU,LSGL,4b3a2b_2023-03-28 11:18:22
46208f,FSF871T,2023-03-28T10:05:56Z,2023-03-28,2023-03-28T10:53:20Z,2023-03-28,LFMO,LSGL,46208f_2023-03-28 12:05:56
4b1bdd,HBKOJ,2023-03-28T10:24:23Z,2023-03-28,2023-03-28T11:51:15Z,2023-03-28,LSGL,LSGL,4b1bdd_2023-03-28 12:24:23
4b293a,HBPPY,2023-03-28T11:58:37Z,2023-03-28,2023-03-28T12:34:10Z,2023-03-28,LSZG,LSGL,4b293a_2023-03-28 13:58:37
4b0f89,HBFWZ,2023-03-28T12:07:00Z,2023-03-28,2023-03-28T13:24:41Z,2023-03-28,LIPE,LSGL,4b0f89_2023-03-28 14:07:00
4b0fc0,HBFZC,2023-03-28T12:12:14Z,2023-03-28,2023-03-28T13:07:47Z,2023-03-28,LFPB,LSGL,4b0fc0_2023-03-28 14:12:14
4627c1,FSF221T,2023-03-28T12:46:09Z,2023-03-28,2023-03-28T14:55:35Z,2023-03-28,LIRU,LSGL,4627c1_2023-03-28 14:46:09
39cd81,FHTMB,2023-03-28T12:58:48Z,2023-03-28,2023-03-28T13:21:13Z,2023-03-28,LFLI,LSGL,39cd81_2023-03-28 14:58:48
4b1af2,HBKFI,2023-03-28T13:37:03Z,2023-03-28,2023-03-28T13:57:59Z,2023-03-28,LSGE,LSGL,4b1af2_2023-03-28 15:37:03
4b43b1,RGA04,2023-03-28T14:14:30Z,2023-03-28,2023-03-28T14:38:18Z,2023-03-28,LFQM,LSGL,4b43b1_2023-03-28 16:14:30
461fbd,FSF470N,2023-03-28T15:20:48Z,2023-03-28,2023-03-28T15:31:12Z,2023-03-28,LSGG,LSGL,461fbd_2023-03-28 17:20:48
4b1af2,HBKFI,2023-03-28T15:29:33Z,2023-03-28,2023-03-28T16:13:58Z,2023-03-28,LSGL,LSGL,4b1af2_2023-03-28 17:29:33
391a38,HBOJI,2023-03-28T16:00:42Z,2023-03-28,2023-03-28T16:18:43Z,2023-03-28,LSGL,LSGL,391a38_2023-03-28 18:00:42
4b43b1,RGA04,2023-03-28T18:03:14Z,2023-03-28,2023-03-28T18:20:53Z,2023-03-28,LSGN,LSGL,4b43b1_2023-03-28 20:03:14
