ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43b1,RGA04,2022-12-14T13:43:33Z,2022-12-14,2022-12-14T14:00:15Z,2022-12-14,LSGL,4b43b1_2022-12-14 14:43:33
