ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b418d,BS100,2022-11-11T09:34:12Z,2022-11-11,2022-11-11T09:45:29Z,2022-11-11,LSGL,LSGL,4b418d_2022-11-11 10:34:12
4b4389,HBZOZ,2022-11-11T09:58:24Z,2022-11-11,2022-11-11T10:09:54Z,2022-11-11,LSGB,LSGL,4b4389_2022-11-11 10:58:24
4b1af2,HBKFI,2022-11-11T10:39:38Z,2022-11-11,2022-11-11T10:52:54Z,2022-11-11,LSGL,LSGL,4b1af2_2022-11-11 11:39:38
4b1bfd,HBKPP,2022-11-11T10:44:54Z,2022-11-11,2022-11-11T11:04:08Z,2022-11-11,LSGC,LSGL,4b1bfd_2022-11-11 11:44:54
46316e,FSF317C,2022-11-11T11:01:56Z,2022-11-11,2022-11-11T11:15:03Z,2022-11-11,LSGG,LSGL,46316e_2022-11-11 12:01:56
4b418d,BS100,2022-11-11T11:03:14Z,2022-11-11,2022-11-11T11:19:55Z,2022-11-11,LSGL,LSGL,4b418d_2022-11-11 12:03:14
391a38,HBOJI,2022-11-11T11:18:26Z,2022-11-11,2022-11-11T11:45:10Z,2022-11-11,LSGL,LSGL,391a38_2022-11-11 12:18:26
4b418d,BS100,2022-11-11T11:31:11Z,2022-11-11,2022-11-11T11:41:28Z,2022-11-11,LSGL,LSGL,4b418d_2022-11-11 12:31:11
4b1af2,HBKFI,2022-11-11T12:39:32Z,2022-11-11,2022-11-11T13:22:58Z,2022-11-11,LSGL,LSGL,4b1af2_2022-11-11 13:39:32
4b3200,HBSYI,2022-11-11T12:41:43Z,2022-11-11,2022-11-11T13:29:25Z,2022-11-11,LSGL,LSGL,4b3200_2022-11-11 13:41:43
4b0c39,HBEQJ,2022-11-11T13:11:07Z,2022-11-11,2022-11-11T13:59:36Z,2022-11-11,LSMA,LSGL,4b0c39_2022-11-11 14:11:07
391a38,HBOJI,2022-11-11T13:16:03Z,2022-11-11,2022-11-11T14:08:15Z,2022-11-11,LSGL,LSGL,391a38_2022-11-11 14:16:03
4b28e3,HBPMP,2022-11-11T13:30:19Z,2022-11-11,2022-11-11T14:54:16Z,2022-11-11,LSGL,LSGL,4b28e3_2022-11-11 14:30:19
462dd1,FSF736U,2022-11-11T14:05:31Z,2022-11-11,2022-11-11T14:50:58Z,2022-11-11,LFLS,LSGL,462dd1_2022-11-11 15:05:31
4b1bdd,HBKOJ,2022-11-11T14:09:35Z,2022-11-11,2022-11-11T15:20:43Z,2022-11-11,LSZA,LSGL,4b1bdd_2022-11-11 15:09:35
aba892,N850NP,2022-11-11T14:17:24Z,2022-11-11,2022-11-11T16:18:20Z,2022-11-11,NA,LSGL,aba892_2022-11-11 15:17:24
4b27c0,HBPBK,2022-11-11T14:53:54Z,2022-11-11,2022-11-11T15:55:59Z,2022-11-11,LSGL,LSGL,4b27c0_2022-11-11 15:53:54
4b43ad,RGA04,2022-11-11T15:03:49Z,2022-11-11,2022-11-11T15:15:12Z,2022-11-11,LSGP,LSGL,4b43ad_2022-11-11 16:03:49
4b3200,HBSYI,2022-11-11T15:15:54Z,2022-11-11,2022-11-11T15:36:53Z,2022-11-11,LSGL,LSGL,4b3200_2022-11-11 16:15:54
4b43ad,RGA04,2022-11-11T20:00:31Z,2022-11-11,2022-11-11T20:13:38Z,2022-11-11,LSGB,LSGL,4b43ad_2022-11-11 21:00:31
