ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43ad,RGA04,2022-11-11T18:42:07Z,2022-11-11,2022-11-11T18:51:05Z,2022-11-11,LSGL,4b43ad_2022-11-11 19:42:07
