ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1cb0,HBKWM,2023-03-23T07:00:08Z,2023-03-23,2023-03-23T08:06:14Z,2023-03-23,LSZR,LSGL,4b1cb0_2023-03-23 08:00:08
a955fe,N700QT,2023-03-23T07:08:38Z,2023-03-23,2023-03-23T07:22:24Z,2023-03-23,LSGG,LSGL,a955fe_2023-03-23 08:08:38
4b44a5,HBZZX,2023-03-23T09:38:13Z,2023-03-23,2023-03-23T10:05:55Z,2023-03-23,LSGE,LSGL,4b44a5_2023-03-23 10:38:13
4b1bfa,HBKPM,2023-03-23T09:46:40Z,2023-03-23,2023-03-23T10:40:20Z,2023-03-23,LSZA,LSGL,4b1bfa_2023-03-23 10:46:40
4b1b13,HBKGP,2023-03-23T10:12:04Z,2023-03-23,2023-03-23T11:03:57Z,2023-03-23,LSZB,LSGL,4b1b13_2023-03-23 11:12:04
44081c,OEFAX,2023-03-23T10:34:04Z,2023-03-23,2023-03-23T10:53:12Z,2023-03-23,NA,LSGL,44081c_2023-03-23 11:34:04
aba892,N850NP,2023-03-23T12:03:14Z,2023-03-23,2023-03-23T13:13:21Z,2023-03-23,EDFE,LSGL,aba892_2023-03-23 13:03:14
46208f,FSF928E,2023-03-23T12:28:32Z,2023-03-23,2023-03-23T13:24:40Z,2023-03-23,ELLX,LSGL,46208f_2023-03-23 13:28:32
4b44a5,HBZZX,2023-03-23T12:38:43Z,2023-03-23,2023-03-23T14:00:21Z,2023-03-23,LSGL,LSGL,4b44a5_2023-03-23 13:38:43
461fbd,FSF773P,2023-03-23T12:48:36Z,2023-03-23,2023-03-23T14:18:52Z,2023-03-23,LSGL,LSGL,461fbd_2023-03-23 13:48:36
4b1af2,HBKFI,2023-03-23T14:49:04Z,2023-03-23,2023-03-23T14:59:51Z,2023-03-23,LSGY,LSGL,4b1af2_2023-03-23 15:49:04
