ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b43ad,RGA04,2022-10-20T05:33:34Z,2022-10-20,2022-10-20T05:44:15Z,2022-10-20,LSGL,LSGP,4b43ad_2022-10-20 07:33:34
4b43ad,RGA04,2022-10-20T09:22:52Z,2022-10-20,2022-10-20T09:35:56Z,2022-10-20,LSGL,LSGB,4b43ad_2022-10-20 11:22:52
4b1bfd,HBKPP,2022-10-20T11:03:05Z,2022-10-20,2022-10-20T11:57:26Z,2022-10-20,LSGL,LSZB,4b1bfd_2022-10-20 13:03:05
a63552,N5AV,2022-10-20T11:10:26Z,2022-10-20,2022-10-20T11:39:04Z,2022-10-20,LSGL,LSZC,a63552_2022-10-20 13:10:26
4b4271,HBZEF,2022-10-20T12:59:09Z,2022-10-20,2022-10-20T13:10:39Z,2022-10-20,LSGL,LSGB,4b4271_2022-10-20 14:59:09
4b1bfd,HBKPP,2022-10-20T14:15:41Z,2022-10-20,2022-10-20T15:18:18Z,2022-10-20,LSGL,LSGL,4b1bfd_2022-10-20 16:15:41
4b23e0,HBNPG,2022-10-20T14:16:18Z,2022-10-20,2022-10-20T14:34:19Z,2022-10-20,LSGL,LSGE,4b23e0_2022-10-20 16:16:18
461fbd,FSF446C,2022-10-20T15:08:29Z,2022-10-20,2022-10-20T15:59:01Z,2022-10-20,LSGL,LIML,461fbd_2022-10-20 17:08:29
391a38,HBOJI,2022-10-20T15:26:47Z,2022-10-20,2022-10-20T16:02:34Z,2022-10-20,LSGL,LSGL,391a38_2022-10-20 17:26:47
4b43e1,LAS7,2022-10-20T17:15:05Z,2022-10-20,2022-10-20T18:21:49Z,2022-10-20,LSGL,LSMF,4b43e1_2022-10-20 19:15:05
4b43ad,RGA04,2022-10-20T18:18:30Z,2022-10-20,2022-10-20T18:52:06Z,2022-10-20,LSGL,LSGT,4b43ad_2022-10-20 20:18:30
4b43ab,RGA03,2022-10-20T20:41:03Z,2022-10-20,2022-10-20T21:01:07Z,2022-10-20,LSGL,LSZB,4b43ab_2022-10-20 22:41:03
