ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b44a5,HBZZX,2023-03-31T12:35:12Z,2023-03-31,2023-03-31T12:48:07Z,2023-03-31,LSGL,4b44a5_2023-03-31 14:35:12,LSGL
4b43b1,RGA04,2023-03-31T14:42:17Z,2023-03-31,2023-03-31T15:00:52Z,2023-03-31,LSGL,4b43b1_2023-03-31 16:42:17,LSGL
4b43b1,RGA04,2023-03-31T14:42:22Z,2023-03-31,2023-03-31T15:00:26Z,2023-03-31,LSGL,4b43b1_2023-03-31 16:42:22,NA
