ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4627c1,JFA04L,2023-03-05T08:28:54Z,2023-03-05,2023-03-05T09:01:42Z,2023-03-05,LSGL,LSZS,4627c1_2023-03-05 09:28:54
4a5d86,YRWLF,2023-03-05T08:42:09Z,2023-03-05,2023-03-05T10:22:28Z,2023-03-05,LSGL,LFGJ,4a5d86_2023-03-05 09:42:09
391a38,HBOJI,2023-03-05T09:34:06Z,2023-03-05,2023-03-05T10:56:36Z,2023-03-05,LSGL,LSZL,391a38_2023-03-05 10:34:06
4b07df,HBCZN,2023-03-05T11:59:34Z,2023-03-05,2023-03-05T12:19:21Z,2023-03-05,LSGL,LSZQ,4b07df_2023-03-05 12:59:34
4b43b1,RGA04,2023-03-05T12:09:00Z,2023-03-05,2023-03-05T12:22:12Z,2023-03-05,LSGL,LSGK,4b43b1_2023-03-05 13:09:00
4b0890,HBDGI,2023-03-05T12:35:34Z,2023-03-05,2023-03-05T13:22:02Z,2023-03-05,LSGL,LSZH,4b0890_2023-03-05 13:35:34
4a5d86,YRWLF,2023-03-05T13:21:37Z,2023-03-05,2023-03-05T15:23:49Z,2023-03-05,LSGL,LIBP,4a5d86_2023-03-05 14:21:37
4b1bdd,HBKOJ,2023-03-05T14:53:09Z,2023-03-05,2023-03-05T15:45:21Z,2023-03-05,LSGL,LSGL,4b1bdd_2023-03-05 15:53:09
4b28e3,HBPMP,2023-03-05T15:30:24Z,2023-03-05,2023-03-05T16:37:10Z,2023-03-05,LSGL,LSGL,4b28e3_2023-03-05 16:30:24
4b43b2,RGA18,2023-03-05T19:13:55Z,2023-03-05,2023-03-05T19:34:51Z,2023-03-05,LSGL,LSGB,4b43b2_2023-03-05 20:13:55
4b43b1,RGA04,2023-03-05T21:42:01Z,2023-03-05,2023-03-05T21:52:37Z,2023-03-05,LSGL,LSTO,4b43b1_2023-03-05 22:42:01
