ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43ad,RGA04,2022-11-15T21:30:51Z,2022-11-15,2022-11-15T21:31:19Z,2022-11-15,LSGL,4b43ad_2022-11-15 22:30:51
