ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
49d452,OKHFH,2022-12-11T15:50:59Z,2022-12-11,2022-12-11T17:23:09Z,2022-12-11,LSGL,49d452_2022-12-11 16:50:59
