ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43ad,RGA04,2022-11-03T19:36:34Z,2022-11-03,2022-11-03T19:38:28Z,2022-11-03,LSGL,4b43ad_2022-11-03 20:36:34
