longitude,latitude,requested_time,geo_altitude,velocity,special_purpose_indicator,origin_country,id,departure_date
6.61797523498535,46.5471636238745,1664040430,NA,NA,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.6347373404154,46.54248046875,1664040490,876.3,45.5188470142395,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.66521770198171,46.5255432128906,1664040550,899.16,54.4071654921129,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.69797571693979,46.5064086914062,1664040610,899.16,54.8021718131255,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.73070526123047,46.4878095206568,1664040670,899.16,53.7513976774345,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.76302281821646,46.4695129394531,1664040730,899.16,53.0276737616313,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.79483795166016,46.4515453273967,1664040790,899.16,52.2331690955376,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.82652915396342,46.4337158203125,1664040850,899.16,51.9053346449522,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.85684204101562,46.4145362983316,1664040910,899.16,52.0809446536338,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.88719177246094,46.3956826420154,1664040970,891.54,51.7009821403192,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.91211700439453,46.3804135080111,1664041030,586.74,33.2005753015131,FALSE,NA,4b43ad_2022-09-24 19:27:10,2022-09-24
6.61665344238281,46.5448360119836,1664035694,670.56,34.529119511764,FALSE,NA,4b1af2_2022-09-24 18:08:14,2022-09-24
6.61423845988948,46.5248565673828,1664035754,906.78,42.7267344385237,FALSE,NA,4b1af2_2022-09-24 18:08:14,2022-09-24
6.62120539967607,46.5044403076172,1664035814,1173.48,44.9954732488769,FALSE,NA,4b1af2_2022-09-24 18:08:14,2022-09-24
6.66072938500381,46.4911651611328,1664035874,1272.54,59.1342133521193,FALSE,NA,4b1af2_2022-09-24 18:08:14,2022-09-24
6.69844464557927,46.4784393310547,1664035934,1516.38,53.1149416510059,FALSE,NA,4b1af2_2022-09-24 18:08:14,2022-09-24
