ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43ac,RGA01,2022-10-25T17:21:52Z,2022-10-25,2022-10-25T18:30:41Z,2022-10-25,LSGL,4b43ac_2022-10-25 19:21:52
