ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43ad,RGA04,2022-11-09T11:17:39Z,2022-11-09,2022-11-09T11:19:31Z,2022-11-09,LSGL,4b43ad_2022-11-09 12:17:39
