ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id
4b43b1,RGA04,2022-12-13T11:07:37Z,2022-12-13,2022-12-13T11:17:07Z,2022-12-13,LSGL,4b43b1_2022-12-13 12:07:37
